INT_KEY,X,Y,INTERSECTION_NAME,COUNT_COLLISIONS,COUNT_RELATED_STREETS,AVG_PVMT_CONDITION,AVG_SPEEDLIMIT,SIGNAL_TYPE,TRAFFIC_CIRCLE_EXISTS,ARTERIAL_CLASSIFICATION,COUNT_STOPSIGNS,COUNT_YEILDSIGNS,LIGHTPOLE_COUNT,LIGHTPOLE_AVG_HEIGHT,INTERSECTION_SUBAREA
36432,-122.320862701,47.719467754,8TH AVE NE AND NE 125TH ST,18,4,68.25,22.5,NONE,False,3,2,0,1,50,N-NW
29812,-122.320749632,47.606212554,BROADWAY AND JEFFERSON ST,32,3,77,25,CITY,False,2,0,0,3,46.666666667,E
26079,-122.306528213,47.661257131,20TH AVE NE AND NE 45TH ST,25,3,65,25,CITY,False,1,0,0,4,33,NE
24227,-122.341809617,47.687656710,GREEN LAKE DR N AND STONE AVE N,10,4,75,22.5,NONE,False,2,3,0,1,35,NW
337580,-122.276394281,47.565273693,S ADAMS ST AND DEAD END,0,1,42,20,NONE,False,0,0,0,0,0,SE
34170,-122.344932151,47.534114735,SW AUSTIN PL AND DEAD END W,0,1,70,20,NONE,False,0,0,0,0,0,DLRD
490696,-122.339462039,47.56945074,EAST MARGINAL ER WAY S AND EAST MARGINAL NB WAY S,0,1,0,20,NONE,False,2,0,0,0,0,GRDWM
340110,-122.385638633,47.642926153,W RAYE ST AND DEAD END 3,0,1,0,20,NONE,False,0,0,0,1,40,MGNL-QA
34326,-122.292669459,47.543611717,31ST AVE S AND S WARSAW ST,0,3,52.666666667,20,NONE,False,0,0,2,1,30,GRDWM
286920,-122.277573834,47.523313853,CHIEF SEALTH TRL AND S HENDERSON ST,0,4,40,22.5,NONE,False,1,0,0,1,60,SE
27081,-122.319781727,47.659460371,8TH AVE NE AND NE 43RD ST,16,4,41.75,20,NONE,False,0,0,0,1,55,NE
33366,-122.305118611,47.551106443,22ND AVE S AND S ORCAS ST,2,4,19.25,20,NONE,True,0,0,0,1,45,GRDWM
30573,-122.291293201,47.602253064,32ND AVE AND LAKE DELL AVE,0,2,60,25,NONE,False,3,0,0,1,35,CNTRL
35490,-122.355992036,47.617802435,BAY ST AND WESTERN AVE,13,3,41.333333333,23.333333333,NONE,False,1,2,0,3,45,DWNTN
27286,-122.328722251,47.653103836,N 38TH ST AND DEAD END 2,0,1,0,20,NONE,False,0,0,0,1,45,LKUN
23916,-122.38754222,47.679505924,24TH AVE NW AND NW 70TH ST,5,4,51.25,22.5,HALFPED,False,2,2,0,3,46.666666667,BLRD
37526,-122.320323265,47.694939226,8TH AVE NE AND NE 91ST ST,0,4,61.75,20,NONE,True,0,0,0,1,55,N
31544,-122.3042394,47.586330276,RAINIER AVE S AND S HOLGATE ST,33,4,36.25,22.5,NONE,False,1,3,0,1,40,SE
31358,-122.327810033,47.583976956,S WALKER ST AND DEAD END 3,0,1,70,20,NONE,False,0,0,0,0,0,GRDWM
30932,-122.405297471,47.579423189,57TH AVE SW AND SW LANDER ST,2,4,34.25,20,NONE,False,0,0,0,1,55,SW
36487,-122.317889278,47.710949270,ROOSEVELT WAY NE AND NE 113TH N ST,2,2,36,25,NONE,False,3,1,0,0,0,N-NW
28560,-122.366469693,47.631116302,7TH AVE W AND W LEE ST,0,3,10.666666667,20,NONE,False,0,0,0,1,19,MGNL-QA
28762,-122.335827126,47.624542746,BOREN AVE N AND MERCER SR ST,23,1,0,20,CITY,False,1,1,0,0,0,LKUN
30977,-122.415282608,47.577209422,64TH PL SW AND SW STEVENS ST,0,2,28,20,NONE,False,0,0,0,1,47,SW
335959,-122.289147775,47.592283800,LAKE WASHINGTON BLVD S AND LAKE WASHINGTON LOWER BLVD S,1,2,7,20,NONE,False,0,0,0,1,50,CNTRL
38207,-122.252342528,47.511645732,65TH AVE S AND S COOPER ST,0,3,86,20,NONE,False,0,0,0,1,50,SE
25683,-122.355425337,47.662882348,GREENWOOD AVE N AND N 47TH S ST,1,2,46,20,NONE,False,0,0,0,1,50,LKUN-NW
33491,-122.272648808,47.553370248,48TH AVE S AND S BRANDON ST,1,4,54.5,20,NONE,True,0,0,0,1,40,SE
36608,-122.291364813,47.717316782,35TH AVE NE AND NE 123RD ST,27,4,76.75,22.5,NONE,False,2,2,0,1,35,N
35361,-122.286246828,47.523736085,BEACON WR AVE S AND CECIL AVE S,1,2,0,20,NONE,False,3,1,2,1,40,GRDWM
36891,-122.38132309,47.702820487,RADFORD AVE NW AND NW MILFORD WAY,0,3,57.666666667,20,NONE,False,0,0,0,1,19,BLRD
33139,-122.325648408,47.559803988,S EDMUNDS ST AND DEAD END 1,0,1,63,20,NONE,False,0,0,0,1,55,GRDWM
26134,-122.270814445,47.672127367,NE 60TH ST AND DEAD END 3,0,1,11,20,NONE,False,0,0,0,0,0,NE
36887,-122.379110999,47.70322902,RADFORD AVE NW AND NW BLUE RIDGE DR,0,3,48.333333333,20,NONE,False,0,0,0,1,19,BLRD
25824,-122.328203232,47.672864090,1ST AVE NE AND NE 61ST ST,4,3,86.666666667,20,NONE,False,0,0,0,1,45,LKUN-NW
36150,-122.285269903,47.731447903,41ST AVE NE AND NE 142ND ST,2,3,26.333333333,20,NONE,False,0,0,0,0,0,N
36532,-122.312924449,47.704887377,NE 105TH ST AND DEAD END 1,0,1,57,20,NONE,False,0,0,0,0,0,N
24552,-122.325597848,47.683570117,LATONA AVE NE AND NE 76TH ST,0,3,22.333333333,20,NONE,False,0,0,0,1,50,NW
32334,-122.334203869,47.573700014,1ST AVE S AND S HINDS ST,7,5,47.4,26,NONE,False,1,2,0,0,0,GRDWM
28547,-122.358340944,47.632319474,1ST AVE W AND W GALER W ST,5,1,70,20,NONE,False,3,1,0,2,62.5,MGNL-QA
24526,-122.32431027,47.688250742,4TH AVE NE AND NE 82ND ST,3,4,70,20,NONE,False,0,0,0,1,45,N
35343,-122.289366417,47.526925987,34TH AVE S AND DEAD END 3,0,1,0,20,NONE,False,0,0,0,0,0,GRDWM
35672,-122.367780566,47.723300414,9TH AVE NW AND NW 130TH ST,0,4,55,20,NONE,False,0,0,0,1,20,NW
26646,-122.36562144,47.656047604,NW 40TH ST AND DEAD END,0,1,80,20,NONE,False,0,0,0,0,0,LKUN-BLRD
35651,-122.367374113,47.732730817,HILL TOP LN NW AND DEAD END,0,1,52,20,NONE,False,0,0,0,0,0,NW
37249,-122.375450328,47.694721085,HOLMAN RD NW AND MARY AVE NW,26,4,83.75,25,HALFPED,False,1,2,0,1,55,BLRD
23920,-122.383226803,47.679952607,21ST AVE NW AND NW CANOE PL,0,3,70.666666667,20,NONE,False,0,0,0,1,47,BLRD
33249,-122.294117775,47.553522003,30TH AVE S AND S BRANDON ST,0,3,80,20,NONE,False,0,0,0,1,47,GRDWM
24654,-122.293694789,47.683048204,32ND AVE NE AND NE 75TH ST,3,3,76.333333333,23.333333333,NONE,False,2,1,0,1,50,NE
33155,-122.329544808,47.554140084,4TH AVE S AND S BRANDON ST,16,4,55.25,25,NONE,False,1,2,0,0,0,GRDWM
26539,-122.395610297,47.654069639,30TH AVE W AND W EMERSON ST,1,4,63,23.75,NONE,False,3,2,0,2,50,MGNL-QA
35857,-122.31541571,47.731235661,12TH AVE NE AND DEAD END 3,0,1,10,20,NONE,False,0,0,0,0,0,N-NW
37134,-122.358076228,47.699659824,1ST AVE NW AND NW 97TH ST,3,3,65,20,NONE,False,0,0,0,1,40,NW
25674,-122.344534762,47.663578339,WOODLAND PARK AVE N AND N 48TH ST,0,4,42.75,20,NONE,False,0,0,0,0,0,LKUN-NW
337431,-122.263573459,47.66684129,NE AMBLESIDE RD AND NE WINDERMERE RD,0,3,58,20,NONE,False,0,0,0,1,20,NE
34987,-122.340179609,47.518529146,4TH AVE SW AND SW CAMBRIDGE PL,0,3,29,20,NONE,False,0,0,0,0,0,DLRD
33659,-122.25906452,47.547344800,HAMPTON RD S AND LAKE SHORE DR S,0,3,43.666666667,20,NONE,False,0,0,0,0,0,SE
34417,-122.27263785,47.543379352,48TH AVE S AND S WARSAW ST,0,3,21.333333333,20,NONE,False,0,0,0,1,45,SE
27234,-122.331436902,47.655574969,CORLISS AVE N AND N 40TH ST,11,4,76.5,22.5,NONE,False,2,2,0,1,50,LKUN
27264,-122.329097671,47.651982749,EASTERN AVE N AND N NORTHLAKE WAY,0,3,42.333333333,23.333333333,NONE,False,2,0,0,1,55,LKUN
26692,-122.357676188,47.650425176,QUEEN ANNE AVE N AND DEAD END,0,1,56,20,NONE,False,0,0,0,0,0,MGNL-QA
35055,-122.350642476,47.519169718,12TH AVE SW AND SW CAMBRIDGE ST,7,4,72.75,20,NONE,False,0,0,0,1,47,DLRD
24731,-122.305419727,47.686526647,21ST AVE NE AND NE 80TH ST,1,4,83.75,20,NONE,True,0,0,0,1,55,NE
28117,-122.351933646,47.638579105,3RD AVE N AND DEAD END 3,0,1,81,20,NONE,False,0,0,0,0,0,MGNL-QA
36796,-122.275671512,47.704583270,EXETER AVE NE AND NE 105TH ST,0,3,61.333333333,20,NONE,False,0,0,0,1,47,NE
28010,-122.343407159,47.639575002,MCGRAW ST AND WAVERLY PL N,0,2,29,20,NONE,False,0,0,0,1,45,MGNL-QA
37068,-122.396951,47.693136987,31ST AVE NW AND NW 88TH ST,0,3,57.333333333,20,NONE,False,0,0,0,1,40,BLRD
33783,-122.381143075,47.543678858,SW WARSAW ST AND DEAD END,0,1,89,20,NONE,False,0,0,0,1,40,SW
28934,-122.348858939,47.619743914,4TH AVE N AND BROAD ST,20,3,65,23.333333333,CITY,False,1,2,0,2,29.5,MGNL-QA
37817,-122.276687221,47.696157242,MATTHEWS AVE NE AND SAND POINT N WAY NE,0,1,60,20,NONE,False,2,1,0,1,60,NE
35683,-122.371750859,47.719702985,12TH AVE NW AND NW 125TH ST,1,3,64.333333333,20,NONE,False,0,0,0,1,45,NW
28818,-122.349572781,47.632306712,4TH AVE N AND GALER W ST,0,1,19,20,NONE,False,0,0,0,1,55,MGNL-QA
33411,-122.308027801,47.553420541,S LUCILE ST AND DEAD END 1,0,1,100,20,NONE,False,0,0,0,1,40,GRDWM
37155,-122.358038554,47.696036556,1ST AVE NW AND NW 92ND ST,1,3,87,20,NONE,True,0,0,0,1,50,NW
24694,-122.299524143,47.676684678,26TH AVE NE AND DEAD END 1,0,1,73,20,NONE,False,0,0,0,1,47,NE
28051,-122.35553282,47.645618988,1ST AVE N AND FULTON S ST,0,2,0,20,NONE,False,0,0,0,1,50,MGNL-QA
30173,-122.302769955,47.608008961,23RD AVE AND E CHERRY ST,83,4,64,25,CITY,False,1,0,0,4,34.25,CNTRL
27447,-122.408975697,47.646806916,40TH AVE W AND W BARRETT S ST,0,1,65,20,NONE,False,0,0,0,1,13,MGNL-QA
28371,-122.301513791,47.63791295,24TH AVE E AND E NEWTON N ST,2,2,25,25,CITY,False,1,0,0,1,60,NE
24646,-122.300803543,47.684856981,25TH AVE NE AND NE 77TH ST,0,3,77,23.333333333,NONE,False,1,1,0,1,45,NE
25053,-122.401129994,47.669545958,34TH AVE NW AND NW 56TH ST,0,4,67.25,20,NONE,False,0,0,0,1,47,BLRD
35226,-122.2779419,47.528552837,44TH AVE S AND RENTON AVE S,0,3,63,23.333333333,NONE,False,2,2,0,0,0,SE
24970,-122.280929934,47.677600859,44TH AVE NE AND NE 68TH ST,0,4,1.75,20,NONE,False,0,0,0,1,40,NE
29010,-122.312630952,47.623102155,15TH AVE E AND E REPUBLICAN S ST,2,2,18,25,CITY,False,2,0,0,1,55,E
24319,-122.355300428,47.682553772,GREENWOOD AVE N AND N 74TH ST,6,4,77.25,22.5,NONE,False,2,2,0,1,55,NW
26956,-122.350010171,47.658655852,FREMONT AVE N AND N MOTOR PL,5,3,20.666666667,23.333333333,NONE,False,2,1,0,0,0,LKUN
27252,-122.323530073,47.653975466,5TH AVE NE AND NE NORTHLAKE WAY,3,3,34,23.333333333,NONE,False,2,1,0,1,55,LKUN
25257,-122.357452253,47.674017405,1ST AVE NW AND NW 62ND ST,3,3,46,20,NONE,False,0,0,0,1,35,NW
36711,-122.309905633,47.717055057,17TH AVE NE AND NE 122ND ST,0,3,81.666666667,20,NONE,False,0,0,0,1,45,N
37700,-122.307790879,47.702121365,NE 102ND ST AND DEAD END 4,0,1,64,20,NONE,False,0,0,0,1,40,N
25501,-122.334872579,47.668688271,CANFIELD PL N AND N 55TH ST,1,3,57.666666667,20,NONE,False,0,0,0,1,50,LKUN-NW
24565,-122.325593104,47.683219239,LATONA AVE NE AND NE 75TH ST,0,4,18.5,20,NONE,False,0,0,0,1,47,NW
36753,-122.304358326,47.707638406,23RD AVE NE AND NE 108TH ST,0,3,80,20,NONE,False,0,0,0,1,50,N
37920,-122.285293106,47.695247392,40TH AVE NE AND NE 92ND ST,1,4,70,20,NONE,False,0,0,0,1,55,NE
29381,-122.302552327,47.618933770,23RD AVE AND E DENNY WAY,6,2,47.5,22.5,NONE,False,1,1,0,1,40,CNTRL
27327,-122.271026344,47.659435594,53RD AVE NE AND NE 43RD ST,0,4,66.25,20,NONE,False,0,0,0,0,0,NE
33962,-122.364404935,47.539163253,25TH AVE SW AND SW MYRTLE ST,0,2,48,20,NONE,False,0,0,0,1,55,DLRD
287155,-122.322699642,47.655346025,6TH AVE NE AND BURKE GILMAN TRL,0,2,0,20,NONE,False,0,0,0,0,0,LKUN
37588,-122.327070819,47.69407518,2ND AVE NE AND NE 90TH ST,6,4,83.5,20,NONE,False,0,0,0,1,47,N
26426,-122.411939038,47.650448777,43RD AVE W AND W BERTONA ST,0,4,69,20,NONE,False,0,0,0,1,19,MGNL-QA
31468,-122.296438536,47.581115508,28TH AVE S AND S BAYVIEW ST,0,3,75.333333333,20,NONE,False,0,0,0,1,50,SE
29023,-122.322025662,47.621993960,HARVARD AVE E AND E HARRISON ST,8,4,16.75,20,NONE,False,0,2,0,1,65,E
34047,-122.371185824,47.535547235,30TH AVE SW AND SW WEBSTER ST,0,4,73.75,20,NONE,False,0,0,2,1,55,DLRD
26370,-122.407887485,47.652278831,40TH AVE W AND W RUFFNER ST,1,4,22.25,20,NONE,False,0,0,0,1,45,MGNL-QA
30080,-122.292614785,47.606159516,31ST AVE AND E JEFFERSON ST,2,4,15.5,20,NONE,True,0,0,0,2,32.5,CNTRL
24858,-122.277956457,47.677596098,47TH AVE NE AND NE 68TH ST,3,4,97.5,20,NONE,False,0,0,0,1,47,NE
24144,-122.369339175,47.685088864,10TH AVE NW AND NW 77TH ST,1,4,81,20,NONE,False,0,0,0,1,45,BLRD
25000,-122.267603531,47.680454843,56TH AVE NE AND 57TH AVE NE,0,3,63.666666667,20,NONE,False,0,0,0,1,19,NE
34446,-122.275369172,47.541573324,46TH AVE S AND S BRIGHTON ST,0,3,18,20,NONE,False,0,0,0,1,50,SE
30800,-122.302437449,47.593061688,23RD AVE S AND S NORMAN ST,7,4,62.75,22.5,NONE,False,1,2,0,0,0,CNTRL
29464,-122.289903765,47.622532530,33RD AVE E AND E HARRISON ST,0,3,56.333333333,20,NONE,False,0,0,0,1,47,CNTRL
25859,-122.328591824,47.666459928,1ST AVE NE AND NE 52ND ST,2,3,49.666666667,20,NONE,True,0,0,0,2,35,LKUN-NW
25033,-122.406342368,47.672760139,SEAVIEW AVE NW AND NW 61ST ST,1,2,82,25,NONE,False,2,0,0,1,50,BLRD
25008,-122.268339427,47.678631322,56TH AVE NE AND NE 69TH ST,0,2,69.5,20,NONE,False,0,0,0,1,19,NE
30555,-122.323910049,47.592428716,AIRPORT WAY S AND S ROYAL BROUGHAM WAY,31,6,76.166666667,26.666666667,CITY,False,1,0,1,3,30,GRDWM
29840,-122.314190117,47.603509684,14TH AVE AND E SPRUCE ST,15,4,25,22.5,NONE,False,3,2,0,0,0,CNTRL
25232,-122.390932205,47.663186889,27TH AVE W AND DEAD END 4,0,1,0,20,NONE,False,0,0,0,0,0,MGNL-QA
31375,-122.329989073,47.577726125,3RD AVE S AND S FOREST ST,3,3,33,20,NONE,False,0,0,0,1,50,GRDWM
33624,-122.291555696,47.550954580,32ND AVE S AND S ORCAS ST,17,4,39,22.5,NONE,False,3,2,0,1,45,GRDWM
30223,-122.283218708,47.617608966,39TH AVE AND E HOWELL ST,1,3,4.333333333,20,NONE,False,0,0,0,1,24,CNTRL
34578,-122.281841627,47.533361408,40TH AVE S AND S HOLDEN ST,1,3,0,20,NONE,False,0,0,0,1,35,GRDWM
33911,-122.395118367,47.537016803,VIEW LN SW AND DEAD END,0,1,61,20,NONE,False,0,0,0,0,0,SW
35219,-122.275634412,47.529570247,45TH AVE S AND S ROSE ST,0,3,26.333333333,20,NONE,False,0,0,0,1,30,SE
37418,-122.355377011,47.697838600,GREENWOOD AVE N AND N 95TH ST,25,4,62,22.5,NONE,False,2,2,0,1,40,NW
27400,-122.28922062,47.661150503,36TH AVE NE AND NE 45TH ST,14,3,75.666666667,26.666666667,HALFPED,False,1,2,0,2,45,NE
30062,-122.291505424,47.609272709,32ND AVE AND E COLUMBIA ST,0,4,21.25,20,NONE,True,0,0,0,2,42.5,CNTRL
30460,-122.314837386,47.591543801,14TH AVE S AND S JUDKINS ST,2,3,29,23.333333333,NONE,False,3,1,0,1,50,GRDWM
33097,-122.322976737,47.558037734,AIRPORT WAY S AND AIRPORT WY S VI,0,1,73,30,NONE,False,1,1,0,1,35,GRDWM
37135,-122.356736089,47.699654842,PALATINE AVE N AND N 97TH ST,9,4,85.75,20,NONE,False,0,0,0,1,45,NW
37819,-122.275099319,47.695885329,49TH AVE NE AND NE 93RD ST,0,3,50.333333333,20,NONE,False,0,0,0,1,45,NE
34403,-122.279778765,47.544220719,43RD AVE S AND S MORGAN ST,0,3,78.333333333,20,NONE,False,0,0,0,1,45,SE
37536,-122.317602731,47.693101111,ROOSEVELT WAY NE AND NE 89TH ST,10,4,64.25,22.5,NONE,False,1,2,0,1,50,N
36752,-122.303472934,47.707556218,VICTORY LN NE AND NE 108TH ST,0,2,40,20,NONE,False,0,0,0,0,0,N
27844,-122.359651118,47.634742383,2ND AVE W AND W BLAINE ST,0,3,32.666666667,20,NONE,False,0,0,0,1,30,MGNL-QA
37898,-122.290572688,47.698347464,35TH AVE NE AND NE 96TH ST,2,4,67.5,22.5,NONE,False,2,2,0,0,0,N
25705,-122.323411766,47.674354289,5TH AVE NE AND NE 63RD ST,2,4,56,20,NONE,False,0,0,0,1,50,LKUN-NW
336867,-122.357719693,47.672350478,1ST AVE NW AND NW 60TH ST,0,2,39,20,NONE,False,0,0,0,1,45,NW
23928,-122.378915631,47.679523275,17TH AVE NW AND NW 70TH ST,2,4,75,20,NONE,True,0,0,0,1,45,BLRD
28718,-122.342908635,47.629722062,DEXTER CT N AND HIGHLAND DR,0,1,0,20,NONE,False,0,0,0,3,21.333333333,MGNL-QA
37537,-122.32031748,47.693116559,8TH AVE NE AND NE 89TH ST,1,4,48.25,20,NONE,True,0,0,0,1,55,N
32630,-122.289893809,47.573776443,34TH AVE S AND S HORTON ST,2,4,45,20,NONE,True,0,0,0,2,42.5,SE
24978,-122.284904086,47.675786512,40TH AVE NE AND NE 65TH ST,14,4,71.75,25,NONE,False,2,4,0,1,70,NE
29744,-122.322110925,47.614066196,HARVARD AVE AND E PIKE ST,30,4,22,22.5,CITY,False,2,0,0,2,45,E
34902,-122.365912539,47.517363201,26TH AVE SW AND SW ROXBURY ST,78,3,49.333333333,25,CITY,False,1,0,0,0,0,DLRD
25510,-122.340072908,47.668449051,GREEN LAKE WAY N AND N CLOGSTON WAY,1,3,51,23.333333333,HALFPED,False,2,1,0,2,45,LKUN-NW
30742,-122.308965992,47.600000828,18TH AVE S AND S MAIN ST,5,3,26.666666667,20,NONE,False,0,0,0,0,0,CNTRL
26497,-122.392208813,47.660316081,GILMAN AVE W AND WILLIAMS AVE W,0,3,60,23.333333333,NONE,False,2,1,0,1,40,MGNL-QA
26447,-122.386479247,47.655871412,GILMAN AVE W AND W EMERSON PL,14,3,68.333333333,25,NONE,False,1,4,0,2,60,MGNL-QA
26220,-122.284813056,47.667470783,40TH AVE NE AND NE 52ND PL,0,3,61,23.333333333,NONE,False,3,2,0,1,50,NE
31739,-122.405552062,47.568544437,HILLCREST AVE SW AND SW ANDOVER ST,0,2,32,20,NONE,False,0,0,0,1,50,SW
29008,-122.313611919,47.624253711,MALDEN AVE E AND E MERCER ST,2,4,27.25,20,NONE,True,0,0,0,1,60,E
31458,-122.294109735,47.582911514,30TH AVE S AND S COLLEGE ST,0,4,48.75,20,NONE,True,0,0,0,1,65,SE
25456,-122.373593868,47.663661748,14TH AVE NW AND NW LEARY WAY,29,4,58,22.5,CITY,False,1,0,0,0,0,BLRD
37493,-122.314936485,47.700360575,12TH AVE NE AND NE 98TH ST,1,4,94.75,20,NONE,True,0,0,0,1,50,N
35050,-122.345442219,47.520968373,8TH AVE SW AND SW BARTON ST,7,2,40.5,22.5,NONE,False,2,1,0,1,55,DLRD
25661,-122.353959964,47.66501938,PHINNEY AVE N AND N 50TH E ST,8,2,44,25,CITY,False,2,1,0,2,35,LKUN-NW
24910,-122.289482905,47.684856567,36TH AVE NE AND NE 77TH ST,1,4,93.25,20,NONE,True,0,0,0,1,50,NE
26751,-122.37489986,47.652169228,14TH AVE W AND W RUFFNER ST,0,3,16.666666667,20,NONE,False,0,0,0,1,60,MGNL-QA
25917,-122.29957146,47.669987653,26TH AVE NE AND NE 57TH ST,2,4,70,20,NONE,False,0,0,0,1,47,NE
24438,-122.322882645,47.681624656,5TH AVE NE AND NE 73RD ST,8,4,70,22.5,NONE,False,2,2,0,1,40,NW
35402,-122.254922808,47.517564493,RAINIER AVE S AND S KEPPLER ST,5,3,46.333333333,23.333333333,NONE,False,1,1,0,0,0,SE
24072,-122.360653822,47.683275961,3RD AVE NW AND NW 75TH ST,14,4,77.5,22.5,NONE,False,3,2,0,1,50,NW
27247,-122.324573915,47.654829430,4TH AVE NE AND DEAD END 1,0,1,0,20,NONE,False,0,0,0,1,50,LKUN
34751,-122.385614562,47.519659845,FOREST CT SW AND DEAD END,0,1,99,20,NONE,False,0,0,0,1,47,SW
34133,-122.35045558,47.537293306,12TH AVE SW AND SW OTHELLO ST,0,3,26.666666667,20,NONE,True,0,0,0,1,50,DLRD
37530,-122.317598553,47.694011764,ROOSEVELT WAY NE AND NE 90TH ST,10,4,61.25,22.5,NONE,False,1,2,0,1,55,N
32046,-122.363282608,47.568347464,DELRIDGE WAY SW AND SW ANDOVER ST,47,4,60.25,23.75,CITY,False,1,0,0,2,60,DLRD
167622,-122.296977853,47.539559569,28TH AVE S AND BEACON ER AVE S,7,2,37,20,NONE,False,2,0,0,1,50,GRDWM
29987,-122.301178683,47.617647871,24TH AVE AND E HOWELL ST,0,3,27,20,NONE,False,0,0,0,1,50,CNTRL
36965,-122.381090882,47.692417962,19TH AVE NW AND NW 87TH ST,0,4,76,20,NONE,False,0,0,0,1,45,BLRD
27606,-122.387253012,47.639350812,THORNDYKE AVE W AND THORNDYKE PL W,5,3,48.333333333,23.333333333,NONE,False,2,1,0,1,55,MGNL-QA
29784,-122.320758339,47.610183798,BROADWAY AND MARION ST,6,3,94.666666667,23.333333333,NONE,False,2,0,0,2,45,E
29122,-122.331725489,47.624272054,MERCER ST AND PONTIUS AVE N,12,4,21.5,22.5,NONE,False,2,2,0,1,60,LKUN
35526,-122.287795014,47.596603092,35TH AVE S AND S LANE ST,1,5,29.8,22,NONE,False,3,4,0,1,30,CNTRL
37596,-122.330243536,47.692275875,N 88TH ST AND DEAD END,0,1,83,20,NONE,False,0,0,0,0,0,NW
38375,-122.259527013,47.501307746,59TH AVE S AND S AVON ST,0,3,18.333333333,20,NONE,False,0,0,0,1,47,SE
28372,-122.30052989,47.637909066,25TH AVE E AND E NEWTON ST,0,4,12,20,NONE,True,0,0,0,1,55,NE
29245,-122.299847638,47.624379045,25TH AVE E AND E MERCER ST,0,4,49.5,20,NONE,False,0,0,0,1,55,CNTRL-E
23959,-122.393040113,47.689001806,28TH AVE NW AND NW 83RD N ST,0,2,84,20,NONE,False,0,0,0,1,45,BLRD
25167,-122.384077737,47.665909039,SHILSHOLE AVE NW AND NW VERNON PL,3,3,71.333333333,23.333333333,NONE,False,2,1,0,1,60,BLRD
34250,-122.332081029,47.538953449,OCCIDENTAL AVE S AND S ORCHARD ST,0,3,0,20,NONE,False,0,0,0,1,47,GRDWM
29184,-122.327193484,47.623132527,E REPUBLICAN ST AND DEAD END,0,1,14,20,NONE,False,0,0,0,1,40,E
33802,-122.378361586,47.538670024,36TH AVE SW AND SW ORCHARD ST,0,3,22.666666667,20,NONE,False,0,0,0,1,45,SW
34632,-122.265691877,47.539785849,BRIGHTON LN S AND DEAD END,0,1,86,20,NONE,False,0,0,0,1,45,SE
25069,-122.398313609,47.667539955,32ND AVE NW AND NW 54TH ST,6,4,59.25,23.75,CITY,False,2,1,0,3,32.666666667,BLRD
34856,-122.364516866,47.525420579,25TH AVE SW AND DEAD END 3,0,1,33,20,NONE,False,0,0,0,0,0,DLRD
164470,-122.358725562,47.666656196,2ND AVE NW AND PALMER CT NW,0,3,43.333333333,20,NONE,False,0,0,0,0,0,NW
31043,-122.38237682,47.586652121,WALNUT AVE SW AND DEAD END,0,1,0,20,NONE,False,0,0,0,1,50,SW
503817,-122.261922811,47.527374238,PARK DR S AND DEAD END,0,1,0,20,NONE,False,0,0,0,0,0,SE
490921,-122.321742485,47.559045426,I5 SB AND CORSON AV S OFF RP,0,3,0,50,NONE,False,5,0,0,0,0,GRDWM
490895,-122.283363325,47.509965316,I5 SB AND S BOEING ACCESS RD OFF RP,1,2,0,60,NONE,False,5,0,0,0,0,GRDWM
540094,-122.295252179,47.565440465,30TH AVE S AND S ADAMS ST,0,3,0,20,NONE,False,0,0,0,1,35,SE
567319,-122.415994738,47.660693476,DISCOVERY PARK BLVD AND KANSAS AVE,1,2,0,20,NONE,False,0,0,0,1,47,MGNL-QA
37528,-122.323042424,47.694045397,5TH AVE NE AND NE 90TH ST,4,4,52.25,22.5,NONE,False,2,2,0,1,85,N
529998,-122.27522487,47.54068198,46TH AVE S AND S WILLOW E ST,3,1,0,20,NONE,False,0,0,0,1,50,SE
33907,-122.391932568,47.53700294,FAUNTLEROY WAY SW AND SW FONTANELLE ST,2,4,61.75,22.5,NONE,False,2,2,0,1,40,SW
32195,-122.337711431,47.563142096,DIAGONAL AVE S AND S OREGON ST,0,2,29.5,20,NONE,False,0,0,0,0,0,GRDWM
37339,-122.344573581,47.694910257,AURORA AVE N AND N 91ST ST,9,4,48.75,25,NONE,False,1,2,0,0,0,NW
24637,-122.30086884,47.686674346,25TH AVE NE AND NE 80TH ST,4,4,71.75,22.5,HALFPED,False,1,0,0,3,45,NE
163833,-122.329378238,47.564633631,4TH AVE S AND COSTCO DR,11,2,65,30,CITY,False,1,0,0,0,0,GRDWM
37764,-122.304169106,47.692102583,23RD AVE NE AND NE 88TH ST,1,4,55,20,NONE,False,0,0,0,1,47,NE
35151,-122.331417288,47.530592675,2ND AVE S AND DEAD END 5,0,1,12,20,NONE,False,0,0,0,0,0,GRDWM
25148,-122.378883699,47.669445877,17TH AVE NW AND NW 56TH ST,5,4,36.25,20,NONE,False,0,4,0,1,47,BLRD
25516,-122.333706223,47.666495127,MERIDIAN AVE N AND N 52ND ST,1,4,44,22.5,NONE,False,3,2,0,1,50,LKUN-NW
24951,-122.289304543,47.679415607,36TH AVE NE AND NE 70TH ST,3,4,80,22.5,NONE,False,3,2,0,1,45,NE
31326,-122.313373262,47.575991690,15TH AVE S AND S WINTHROP ST,7,4,58.25,22.5,NONE,False,2,2,0,1,50,GRDWM
37305,-122.336544632,47.699594216,WALLINGFORD AVE N AND N 97TH ST,13,4,81.25,20,NONE,True,0,0,0,1,50,NW
