INT_KEY,X,Y,INTERSECTION_NAME,COUNT_COLLISIONS,COUNT_RELATED_STREETS,AVG_PVMT_CONDITION,AVG_SPEEDLIMIT,SIGNAL_TYPE,TRAFFIC_CIRCLE_EXISTS,ARTERIAL_CLASSIFICATION,COUNT_STOPSIGNS,COUNT_YEILDSIGNS,LIGHTPOLE_COUNT,LIGHTPOLE_AVG_HEIGHT,INTERSECTION_SUBAREA
26801,-122.344575035,47.659958988,WOODLAND PARK AVE N AND N 44TH ST,2,3,45.666666667,20,NONE,False,0,0,0,1,40,LKUN
25101,-122.417364406,47.668549214,47TH AVE W AND W CRAMER ST,0,2,29,20,NONE,False,0,0,0,1,35,MGNL-QA
37365,-122.344539138,47.692011791,AURORA AVE N AND N 87TH ST,41,3,31,26.666666667,NONE,False,1,1,0,0,0,NW
26115,-122.279483922,47.671195898,45TH AVE NE AND NE 58TH ST,0,3,86.666666667,20,NONE,False,0,0,0,1,47,NE
31678,-122.301291667,47.579021218,24TH AVE S AND DEAD END 2,0,1,96,20,NONE,False,0,0,0,0,0,GRDWM
34877,-122.363828911,47.521116082,SW BARTON PL AND SW BARTON ST,2,3,71.333333333,23.333333333,NONE,False,2,2,0,0,0,DLRD
33994,-122.360442341,47.531873904,DELRIDGE WAY SW AND SW KENYON ST,9,3,84,23.333333333,CITY,False,1,0,0,3,37.666666667,DLRD
28728,-122.344935928,47.628024367,6TH AVE N AND WARD ST,1,4,75.25,20,NONE,True,0,0,0,1,50,MGNL-QA
31367,-122.325206878,47.579808735,6TH PL S AND S LANDER ST,1,3,34.666666667,23.333333333,NONE,False,2,1,0,1,55,GRDWM
24430,-122.316433918,47.683098537,11TH AVE NE AND NE 75TH ST,17,3,71,23.333333333,NONE,False,1,1,0,1,65,NE
25673,-122.346076339,47.663581183,WHITMAN AVE N AND N 48TH ST,11,4,49.75,20,NONE,False,0,0,0,1,50,LKUN-NW
32889,-122.39068123,47.553942984,46TH AVE SW AND SW BRANDON E ST,0,1,0,20,NONE,False,0,0,0,0,0,SW
26432,-122.413145044,47.648622943,44TH AVE W AND W DRAVUS ST,0,4,38.25,20,NONE,False,0,0,0,1,19,MGNL-QA
31494,-122.296243165,47.575872759,RAINIER AVE S AND S MOUNT BAKER EB BV,28,2,58,25,NONE,False,1,0,0,1,12,SE
28342,-122.302047043,47.643153932,24TH AVE E AND E ROANOKE ST,4,3,84.666666667,20,NONE,False,0,0,0,1,50,NE
34533,-122.288163599,47.542173701,35TH PL S AND S HOLLY PL,0,2,0,20,NONE,False,0,0,0,0,0,GRDWM
24198,-122.372997241,47.677806714,13TH AVE NW AND NW 67TH ST,1,3,72,20,NONE,False,0,0,0,1,47,BLRD
37208,-122.37542898,47.701537974,MARY AVE NW AND NW 100TH ST,0,4,71.5,22.5,NONE,False,3,2,0,1,55,BLRD
37104,-122.360758859,47.704395180,3RD AVE NW AND NW 104TH ST,1,3,28.666666667,23.333333333,NONE,False,2,1,0,1,50,NW
35021,-122.353950292,47.524697651,15TH AVE SW AND SW TRENTON ST,0,3,85.666666667,20,NONE,False,0,1,1,1,50,DLRD
31664,-122.309215855,47.575086683,BEACON AVE S AND S HANFORD ST,16,4,43.5,22.5,HALFPED,False,2,2,0,3,56.666666667,GRDWM
492931,-122.331290629,47.707516741,CORLISS AVE N AND I5 SB CORLISS AV OFF RP,2,3,0,30,NONE,False,5,0,0,0,0,NW
27333,-122.279383774,47.658412626,45TH AVE NE AND NE 41ST ST,0,3,60,23.333333333,NONE,False,3,1,0,1,19,NE
34400,-122.280836186,47.545269224,42ND AVE S AND S EDDY N ST,1,2,99,20,NONE,False,0,0,0,1,55,SE
35009,-122.355067931,47.527447636,16TH AVE SW AND SW SULLIVAN ST,8,3,83.666666667,23.333333333,NONE,False,2,1,0,1,50,DLRD
36417,-122.34873983,47.706515536,NORTH PARK AVE N AND N 107TH ST,4,4,80.25,20,NONE,True,0,0,0,1,85,NW
29995,-122.294850225,47.616447404,29TH AVE AND E OLIVE ST,1,4,63.25,20,NONE,False,0,0,0,1,47,CNTRL
35000,-122.346755016,47.528299236,9TH AVE SW AND SW THISTLE ST,4,4,69.5,22.5,NONE,False,2,2,0,1,60,DLRD
34035,-122.375238277,47.537388412,34TH AVE SW AND SW OTHELLO ST,3,4,75.5,20,NONE,False,0,0,0,1,50,DLRD
27662,-122.398330696,47.640037318,32ND AVE W AND W WHEELER ST,0,3,79,23.333333333,NONE,False,3,0,0,1,50,MGNL-QA
29372,-122.310073926,47.619672766,17TH AVE E AND E JOHN ST,4,4,24,20,NONE,False,0,0,0,1,45,CNTRL-E
36400,-122.352811461,47.708705501,DAYTON AVE N AND N 110TH ST,17,4,70,22.5,NONE,False,3,2,0,1,45,NW
24525,-122.325655052,47.688265747,LATONA AVE NE AND NE 82ND S ST,0,2,64,20,NONE,False,0,0,0,1,50,N
34979,-122.341611733,47.519105915,5TH AVE SW AND SW CAMBRIDGE ST,1,3,55.333333333,20,NONE,False,0,0,0,1,47,DLRD
24622,-122.297390408,47.688458525,28TH AVE NE AND NE 82ND ST,0,4,51,20,NONE,True,0,0,0,1,45,NE
33595,-122.291555264,47.554555183,32ND AVE S AND S BENNETT ST,0,3,93.333333333,20,NONE,False,0,0,0,1,50,GRDWM
32152,-122.335127024,47.575575675,UTAH AVE S AND S HANFORD ST,6,4,41.5,22.5,NONE,False,3,2,0,1,60,GRDWM
24946,-122.283966419,47.680885223,42ND AVE NE AND NE 72ND ST,0,3,48.666666667,20,NONE,False,0,0,0,1,47,NE
36396,-122.351504744,47.710519368,EVANSTON AVE N AND N 112TH ST,0,4,75.75,20,NONE,True,0,0,0,1,45,NW
33849,-122.392599976,47.544532594,47TH AVE SW AND DEAD END 2,0,1,0,20,NONE,False,0,0,0,0,0,SW
36451,-122.315288783,47.715807637,12TH AVE NE AND NE 120TH ST,2,4,87,20,NONE,False,0,0,0,1,45,N-NW
26826,-122.339727667,47.658003263,ASHWORTH AVE N AND N 42ND ST,0,4,63,20,NONE,True,0,0,0,1,47,LKUN
29200,-122.299019898,47.630257287,26TH AVE E AND E HIGHLAND DR,1,3,0,20,NONE,True,0,0,0,1,47,E
36659,-122.300472461,47.710419934,LAKE CITY WAY NE AND NE NORTHGATE WAY,28,3,29.333333333,31.666666667,CITY,False,1,2,0,0,0,N
31466,-122.30035616,47.581242279,25TH AVE S AND RAINIER AVE S,11,3,29.333333333,23.333333333,NONE,False,1,1,0,0,0,SE
33085,-122.318572567,47.556387155,CORSON AVE S AND S PEARL ST,0,4,83.25,20,NONE,False,0,0,0,1,50,GRDWM
24822,-122.278740633,47.68303616,46TH AVE NE AND NE 75TH ST,0,3,79,23.333333333,NONE,False,3,1,0,1,60,NE
24965,-122.28601513,47.677600483,39TH AVE NE AND NE 68TH ST,3,4,84,20,NONE,False,0,0,0,1,47,NE
33696,-122.26332042,47.552639549,56TH AVE S AND SEWARD PARK N AVE S,1,1,0,20,NONE,False,3,1,0,0,0,SE
29143,-122.325299997,47.620833660,SUMMIT AVE E AND E THOMAS ST,8,4,31.5,20,NONE,False,0,2,0,2,50,E
27673,-122.390644918,47.641160633,W SMITH ST AND DEAD END 2,0,1,79,20,NONE,False,0,0,0,0,0,MGNL-QA
29916,-122.3297765,47.609371805,8TH AVE AND SENECA ST,25,4,54.25,25,CITY,False,2,0,0,3,0,E
34806,-122.389055831,47.522819923,44TH AVE SW AND SW DIRECTOR ST,0,3,51,20,NONE,False,0,0,0,1,45,SW
31625,-122.309314481,47.578739542,18TH AVE S AND S MCCLELLAN ST,3,4,54,22.5,NONE,False,3,2,0,1,55,GRDWM
36460,-122.317964992,47.714012257,ROOSEVELT WAY NE AND NE 117TH ST,7,4,49,22.5,NONE,False,3,2,0,0,0,N-NW
26604,-122.366156349,47.660795964,8TH AVE NW AND NW 44TH ST,1,3,76.666666667,23.333333333,NONE,False,2,1,0,2,42.5,BLRD
287011,-122.295812024,47.590575346,BRADNER PL S AND MOUNTAINS TO SOUND TRL,0,2,0,20,NONE,False,0,0,0,0,0,CNTRL
489742,-122.328493235,47.621210325,I5 EXPRESS AND I5 EXPRESS NB ON RP,0,1,0,30,NONE,False,5,0,0,0,0,E
38463,-122.328192192,47.514016044,SR509 NB AND CITY LIMITS,0,1,0,60,NONE,False,1,0,0,0,0,DLRD
613142,-122.292589646,47.544605354,31ST AVE S AND CHIEF SEALTH TRL,0,3,52,20,,False,0,0,0,0,0,GRDWM
491585,-122.326694024,47.629452112,I5 NB AND MERCER ST I5 NB ON RP,0,3,0,50,NONE,False,5,0,0,0,0,E
491340,-122.319853531,47.594538450,I5 NB COLLECTOR AND DEARBORN ST OFF RP,2,3,0,50,NONE,False,5,0,0,0,0,GRDWM
350549,-122.376845017,47.633502957,MAGNOLIA BR AND MAGNOLIA BR OFF RP,0,3,0,25,CITY,False,2,0,0,4,16.25,MGNL-QA
163585,-122.307280465,47.726924991,20TH AVE NE AND NE 135TH PL,0,3,38,20,NONE,False,0,0,0,0,0,N
163493,-122.341144966,47.571409407,SPOKANE ST - ALASKAN RP AND SPOKANE ST - W SEA B RP,1,3,0,23.333333333,NONE,False,3,0,0,0,0,GRDWM
26546,-122.398223739,47.660672758,32ND AVE W AND W GOVERNMENT N WAY,1,1,93,20,NONE,False,2,1,0,1,35,MGNL-QA
25123,-122.387586592,47.673102697,24TH AVE NW AND NW 61ST ST,0,4,30.25,22.5,HALFPED,False,2,2,0,1,50,BLRD
24038,-122.392960149,47.676620346,28TH AVE NW AND NW 66TH ST,0,3,75,20,NONE,False,0,0,0,1,55,BLRD
33881,-122.391417397,47.539626573,46TH AVE SW AND SW MYRTLE ST,0,3,77.333333333,20,NONE,False,0,0,0,1,35,SW
35621,-122.36364489,47.725088334,6TH AVE NW AND NW 132ND ST,2,4,75,20,NONE,False,0,0,2,1,45,NW
24960,-122.280292282,47.679413130,44TH PL NE AND NE 70TH ST,0,3,54,23.333333333,NONE,False,3,1,0,1,50,NE
25794,-122.318387566,47.664007271,9TH AVE NE AND NE 48TH ST,4,3,55.333333333,20,NONE,False,0,0,0,0,0,NE
36899,-122.381630023,47.701582744,RADFORD AVE NW AND NW 100TH ST,0,3,45,20,NONE,False,0,0,0,1,19,BLRD
35167,-122.328228981,47.524628654,5TH AVE S AND S TRENTON S ST,5,2,37.5,20,NONE,False,0,0,1,1,47,GRDWM
24483,-122.317393318,47.678012421,ROOSEVELT WAY NE AND NE 68TH ST,13,4,57,22.5,NONE,False,1,2,0,1,35,NE
29318,-122.303552105,47.628650800,22ND AVE E AND E PROSPECT ST,2,4,15.25,20,NONE,False,0,0,0,1,40,E
24105,-122.356409368,47.679563914,PALATINE AVE N AND N 70TH ST,0,4,65.75,20,NONE,True,0,0,0,1,45,NW
26669,-122.356590308,47.654150968,PALATINE AVE N AND N 39TH ST,1,3,86,23.333333333,NONE,False,2,1,0,1,65,LKUN
34635,-122.264583366,47.539440616,55TH AVE S AND S FRONTENAC ST,1,3,62,20,NONE,False,0,0,0,1,50,SE
28683,-122.370410519,47.631115084,10TH AVE W AND W LEE ST,0,3,2.333333333,20,NONE,False,0,1,0,1,45,MGNL-QA
30425,-122.322444693,47.599186130,8TH AVE S AND S JACKSON ST,23,3,90,23.333333333,CITY,False,1,0,0,0,0,DWNTN
29049,-122.323471458,47.61980873,BOYLSTON AVE E AND E OLIVE W WAY,3,1,6,20,NONE,False,1,1,0,1,29,E
30013,-122.296182082,47.614119049,M L KING JR WAY AND E PIKE ST,7,4,59.5,22.5,NONE,False,3,2,0,1,35,CNTRL
37523,-122.314853088,47.695815513,12TH AVE NE AND NE 92ND ST,0,4,88,20,NONE,True,0,0,0,1,45,N
30855,-122.289795463,47.580960557,34TH AVE S AND S BAYVIEW ST,0,3,56,20,NONE,False,0,0,0,1,28,SE
25899,-122.301706724,47.672918805,24TH AVE NE AND NE 61ST ST,0,3,22,20,NONE,False,0,0,0,1,45,NE
33232,-122.299207047,47.556097334,26TH AVE S AND S DAWSON ST,3,4,83,20,NONE,True,0,0,0,1,50,GRDWM
31579,-122.302954095,47.582945680,23RD AVE S AND S COLLEGE ST,43,4,55.25,25,NONE,False,2,4,0,2,45,GRDWM
37824,-122.274497048,47.694020038,MATTHEWS AVE NE AND SAND POINT S WAY NE,3,1,60,20,NONE,False,2,1,0,1,50,NE
37632,-122.300633059,47.699346231,NE 97TH ST AND DEAD END 1,0,1,91,20,NONE,False,0,0,0,0,0,N
37873,-122.285425667,47.702882799,40TH AVE NE AND 43RD PL NE,0,3,57.333333333,20,NONE,False,0,0,0,0,0,N
29965,-122.330493842,47.605126152,5TH AVE AND COLUMBIA ST,42,4,46.25,25,STATE,False,1,0,0,2,17.5,DWNTN
33455,-122.274455194,47.556119643,47TH AVE S AND S PEARL ST,0,3,86.666666667,20,NONE,False,0,0,0,1,55,SE
35710,-122.338018774,47.732312181,COURTLAND PL N AND N 143RD ST,4,4,67.25,20,NONE,False,0,0,0,1,50,NW
25786,-122.320702903,47.664957731,7TH AVE NE AND NE 50TH ST,70,4,48.25,23.75,STATE,False,1,0,1,0,0,NE
26656,-122.357182174,47.655577566,1ST AVE NW AND NW 40TH ST,0,2,77,20,NONE,False,0,0,0,1,45,LKUN
28978,-122.321299574,47.626836363,BROADWAY E AND E ALOHA ST,9,4,13,20,NONE,False,0,2,0,2,47.5,E
28105,-122.349492345,47.639107538,4TH AVE N AND LYNN ST,5,4,16.75,20,NONE,False,0,0,0,1,60,MGNL-QA
35479,-122.26282576,47.516808098,56TH AVE S AND S ROXBURY E ST,6,1,59,20,NONE,False,3,1,0,1,50,SE
38051,-122.396436907,47.517591916,50TH AVE SW AND DEAD END 5,0,1,54,20,NONE,False,0,0,0,0,0,SW
28836,-122.351324903,47.631419019,3RD AVE N AND LEE ST,0,3,45,20,NONE,False,0,0,0,1,50,MGNL-QA
30819,-122.312106067,47.593929801,S CHARLES ST AND DEAD END 1,0,1,6,20,NONE,False,0,0,0,1,40,GRDWM
24313,-122.344487225,47.682152298,AURORA AVE N AND KEEN WAY N,2,3,27,26.666666667,NONE,False,1,1,0,2,45,NW
25347,-122.363294744,47.665017888,6TH AVE NW AND NW 50TH E ST,2,1,89,20,NONE,False,0,0,0,1,50,LKUN-BLRD
25465,-122.366195343,47.662193084,8TH AVE NW AND NW 46TH ST,12,4,52.5,22.5,NONE,False,2,2,0,1,55,BLRD
27246,-122.328393295,47.656679487,N 41ST ST AND DEAD END 4,0,1,0,20,NONE,False,0,0,0,0,0,LKUN
38206,-122.251169894,47.511195604,66TH AVE S AND WATERS WR AVE S,0,1,96,20,NONE,False,0,0,0,2,45,SE
29711,-122.346533268,47.611609623,BLANCHARD ST AND ELLIOTT AVE,0,3,36,23.333333333,NONE,False,1,0,0,3,8.333333333,DWNTN
37863,-122.28391713,47.703371379,NE 103RD PL AND DEAD END,0,1,0,20,NONE,False,0,0,0,1,50,N
34544,-122.291013632,47.541317254,32ND AVE S AND S BRIGHTON ST,1,3,83.333333333,20,NONE,False,0,0,2,1,30,GRDWM
24847,-122.27533574,47.679402946,49TH AVE NE AND NE 70TH E ST,1,1,81,20,NONE,False,3,1,0,1,45,NE
32805,-122.384277699,47.552073952,41ST AVE SW AND SW FINDLAY ST,1,4,49,20,NONE,True,0,0,0,1,55,SW
30811,-122.302500167,47.591893122,23RD AVE S AND S JUDKINS ST,26,4,62.25,23.75,CITY,False,1,0,0,2,32.5,CNTRL
24629,-122.291670932,47.686678211,34TH AVE NE AND NE 80TH ST,0,3,71.666666667,20,NONE,False,0,0,0,1,50,NE
32815,-122.384330504,47.550264682,41ST AVE SW AND SW JUNEAU ST,2,4,61.25,20,NONE,True,0,0,0,1,55,SW
24087,-122.365523122,47.681780255,CLEOPATRA PL NW AND NW 73RD ST,0,3,78.333333333,20,NONE,False,0,0,0,1,60,NW
24992,-122.268060053,47.683898421,57TH PL NE AND DEAD END,0,1,10,20,NONE,False,0,0,0,0,0,NE
24692,-122.293032563,47.677598142,32ND AVE NE AND NE 68TH ST,0,4,92.5,20,NONE,True,0,0,0,1,45,NE
35636,-122.360953941,47.721449021,3RD AVE NW AND NW 127TH ST,17,4,80,22.5,NONE,False,2,2,0,1,50,NW
29256,-122.29835908,47.622006815,26TH AVE E AND E MADISON ST,7,3,66.333333333,23.333333333,NONE,False,2,1,0,2,50,CNTRL
23822,-122.399748001,47.681642682,33RD AVE NW AND NW 73RD ST,0,4,80.75,20,NONE,False,0,0,0,1,47,BLRD
27670,-122.390321419,47.640010812,26TH AVE W AND W MCGRAW ST,1,4,32,20,NONE,False,0,0,0,1,45,MGNL-QA
31265,-122.314698548,47.582985333,14TH AVE S AND S COLLEGE ST,13,4,50.75,23.75,NONE,False,3,2,0,1,50,GRDWM
29016,-122.317805052,47.623117980,11TH AVE E AND E REPUBLICAN ST,6,4,8.5,20,NONE,False,0,0,0,1,50,E
35926,-122.327655157,47.730450076,2ND AVE NE AND NE 140TH ST,0,3,93.666666667,20,NONE,False,0,0,0,1,40,NW
35443,-122.269986039,47.523307268,RAINIER AVE S AND S HENDERSON ST,81,4,54.75,25,CITY,False,1,0,0,1,33,SE
31168,-122.393053147,47.579363118,48TH AVE SW AND SW LANDER ST,3,4,53.5,20,NONE,False,0,0,0,1,50,SW
37818,-122.276483835,47.695896044,SAND POINT WAY NE AND NE 93RD ST,5,3,66.666666667,23.333333333,NONE,False,2,1,0,1,50,NE
28254,-122.317280565,47.63765375,12TH AVE E AND E CROCKETT ST,0,3,42.666666667,20,NONE,False,0,0,0,1,50,E
28486,-122.277120313,47.636386793,43RD AVE E AND E MADISON ST,1,4,70.25,22.5,NONE,False,3,1,0,2,42.5,E
35115,-122.319467078,47.531213706,S MONROE ST AND S MONROE ST ACCESS RD,0,2,0,20,NONE,False,0,0,0,1,35,GRDWM
25733,-122.322824724,47.671531023,5TH AVE NE AND NE 59TH ST,0,3,75,20,NONE,False,0,0,0,1,90,LKUN-NW
33457,-122.270181449,47.555568353,WILSON AVE S AND S FARRAR ST,2,3,74.333333333,23.333333333,NONE,False,2,1,0,1,40,SE
29736,-122.320798653,47.615235311,BROADWAY AND E PINE ST,65,4,81.25,25,CITY,False,2,0,0,2,35,E
28764,-122.338435394,47.624552360,MERCER SR ST AND WESTLAKE AVE N,74,2,80,25,CITY,False,1,0,0,1,30,LKUN
38287,-122.267365541,47.515370337,52ND AVE S AND RENTON AVE S,0,3,88.333333333,23.333333333,NONE,False,2,0,0,0,0,SE
30642,-122.29877824,47.595543084,26TH AVE S AND S DEARBORN E ST,0,1,21,20,NONE,True,0,0,2,2,40,CNTRL
28434,-122.307271856,47.63875338,19TH AVE E AND E BLAINE ST,0,3,39.666666667,20,NONE,False,0,0,0,0,0,NE
25137,-122.382126673,47.669446651,20TH AVE NW AND NW 56TH ST,13,4,40.75,22.5,NONE,False,3,3,0,2,52.5,BLRD
35993,-122.299229134,47.733807538,27TH AVE NE AND NE 145TH ST,26,3,68.666666667,26.666666667,NONE,False,1,1,0,1,55,N
31502,-122.298666468,47.575082143,MORSE AVE S AND S HANFORD ST,0,2,19,20,NONE,False,0,0,0,2,55,GRDWM
28574,-122.361805946,47.630460200,4TH AVE W AND W COMSTOCK ST,0,4,45.5,20,NONE,False,0,0,0,1,19,MGNL-QA
27002,-122.347644773,47.661393177,N 45TH ST AND N PHINNEY WAY,4,3,51,23.333333333,NONE,False,1,1,0,1,35,LKUN
26578,-122.398252873,47.648633629,32ND AVE W AND W DRAVUS ST,2,4,54.5,20,NONE,False,0,0,0,1,60,MGNL-QA
34437,-122.275356347,47.539790449,46TH AVE S AND S FRONTENAC ST,6,4,38,20,NONE,False,0,0,0,1,45,SE
23818,-122.400412042,47.683123806,34TH AVE NW AND NW 75TH ST,0,3,74.666666667,20,NONE,False,0,0,0,1,35,BLRD
32973,-122.358871221,47.546541624,SW GRAHAM ST AND DEAD END 3,0,1,0,20,NONE,False,0,0,0,2,20,DLRD
24937,-122.287745977,47.681244829,38TH AVE NE AND NE 73RD W ST,0,1,90,20,NONE,False,0,0,0,0,0,NE
37229,-122.367378229,47.69786807,DIBBLE AVE NW AND NW 95TH ST,0,3,93.333333333,20,NONE,False,0,0,0,1,70,BLRD
30718,-122.3037337,47.602670020,22ND AVE AND E FIR ST,0,4,23.25,20,NONE,True,0,0,0,2,40,CNTRL
37785,-122.276425852,47.704574260,48TH AVE NE AND NE 105TH ST,0,3,68,20,NONE,False,0,0,0,1,50,NE
32301,-122.318575345,47.564599938,11TH AVE S AND POWELL PL S,0,2,91,20,NONE,False,0,0,0,1,50,GRDWM
30362,-122.334181527,47.600883184,1ST AVE S AND S WASHINGTON ST,19,4,28,22.5,CITY,False,2,0,0,3,333,DWNTN
275589,-122.355476744,47.655580493,GREENWOOD AVE N AND N 40TH N ST,0,2,41,20,NONE,False,0,0,0,1,50,LKUN
28044,-122.341901583,47.638790245,9TH AVE N AND DEAD END,0,1,0,20,NONE,False,0,0,0,0,0,MGNL-QA
36251,-122.364471177,47.710039758,NW 112TH ST AND DEAD END,0,1,82,20,NONE,False,0,0,0,1,47,NW
337697,-122.264363682,47.529807569,S BUDD CT AND DEAD END,0,1,80,20,NONE,False,0,0,0,1,47,SE
26217,-122.285744163,47.668509673,39TH AVE NE AND NE 55TH ST,2,4,64,22.5,NONE,False,3,1,0,1,55,NE
37621,-122.294134614,47.701134912,32ND AVE NE AND NE 100TH W ST,0,1,67,20,NONE,False,0,0,0,1,47,N
23883,-122.387584691,47.684971377,24TH AVE NW AND NW 77TH ST,6,4,35.5,22.5,HALFPED,False,2,2,0,4,43.75,BLRD
30102,-122.302427171,47.60432696,23RD AVE AND E ALDER ST,16,4,71,22.5,HALFPED,False,1,2,0,3,21,CNTRL
26331,-122.402558135,47.661309222,35TH AVE W AND W FORT ST,0,3,20.666666667,20,NONE,False,0,0,0,1,55,MGNL-QA
29253,-122.296188786,47.623476048,28TH AVE E AND E MADISON ST,16,4,31.75,22.5,CITY,False,2,0,0,2,45,CNTRL
28252,-122.315222668,47.637234951,EVERETT AVE E AND E NEWTON ST,0,2,38.5,20,NONE,False,0,0,0,1,40,E
38063,-122.39414112,47.514057006,49TH AVE SW AND 50TH AVE SW,0,2,60,20,NONE,False,0,0,0,1,35,SW
24126,-122.365996641,47.689107826,8TH AVE NW AND NW 83RD ST,7,4,76.5,22.5,NONE,False,2,2,0,1,40,BLRD
28375,-122.301565374,47.635244177,24TH AVE E AND BOYER AVE E,69,4,42,25,CITY,False,1,0,0,3,51.666666667,NE
28995,-122.321330323,47.625117206,BROADWAY E AND E ROY W ST,4,1,19,20,NONE,False,2,1,0,2,36.5,E
33260,-122.293462461,47.552549311,WINSTON AVE S AND S LUCILE ST,0,3,49.333333333,20,NONE,False,0,0,0,1,45,GRDWM
36495,-122.313793988,47.710354992,14TH AVE NE AND NE 113TH ST,1,4,98,20,NONE,True,0,0,0,1,45,N-NW
30253,-122.290328485,47.614052256,33RD AVE AND E PIKE ST,0,4,25.75,20,NONE,True,0,0,0,1,50,CNTRL
24366,-122.352384731,47.676075087,DAYTON AVE N AND N 65TH E ST,0,1,52,20,NONE,False,3,1,0,1,50,NW
28501,-122.280959749,47.641617492,CANTERBURY LN E AND DEAD END,0,1,100,20,NONE,False,0,0,0,0,0,E
31232,-122.317276075,47.588436516,12TH AVE S AND S MASSACHUSETTS ST,1,4,20,22.5,NONE,False,3,4,0,1,50,GRDWM
35835,-122.35162191,47.721408126,EVANSTON AVE N AND N 127TH ST,14,4,75.75,20,NONE,False,0,0,0,1,50,NW
30024,-122.298805921,47.612931042,26TH AVE AND E UNION ST,6,4,49,22.5,NONE,False,2,2,0,2,39.5,CNTRL
28607,-122.357999892,47.626720937,W OLYMPIC PL AND W QUEEN ANNE DRWY,0,1,92,25,NONE,False,2,1,0,1,35,MGNL-QA
29664,-122.353830758,47.617699411,1ST AVE AND EAGLE ST,25,4,38,22.5,NONE,False,2,2,0,0,0,DWNTN
24892,-122.284300368,47.688422299,41ST AVE NE AND NE 82ND ST,0,3,13,20,NONE,False,0,0,0,1,47,NE
36315,-122.369003279,47.706660056,NW 107TH ST AND DEAD END 2,0,1,48,20,NONE,False,0,0,0,0,0,BLRD
31078,-122.381815944,47.579292228,SW LANDER ST AND DEAD END 1,0,1,53,20,NONE,False,0,0,0,1,47,SW
33819,-122.383738686,47.535741326,40TH AVE SW AND SW WEBSTER ST,0,3,15.333333333,20,NONE,False,0,0,0,1,50,SW
29551,-122.337014616,47.613622333,6TH AVE AND STEWART ST,50,4,60.5,25,CITY,False,1,0,0,1,30,DWNTN
24779,-122.307717472,47.679442995,19TH AVE NE AND NE 70TH ST,1,4,76.5,20,NONE,False,0,0,0,1,45,NE
33857,-122.395232948,47.543166435,49TH AVE SW AND DEAD END 3,0,1,0,20,NONE,False,0,0,0,0,0,SW
36585,-122.331313654,47.708645925,CORLISS AVE N AND N NORTHGATE WAY,93,3,37,26.666666667,STATE,False,1,0,1,0,0,NW
25049,-122.39908073,47.670415867,NW 57TH ST AND NW 58TH ST,0,3,67.666666667,20,NONE,False,0,0,0,2,41,BLRD
36113,-122.303233534,47.723854353,23RD PL NE AND DEAD END 2,0,1,91,20,NONE,False,0,0,0,0,0,N
24464,-122.317413416,47.679470221,ROOSEVELT WAY NE AND NE 70TH ST,36,4,49.25,25,CITY,False,1,0,0,3,364,NE
27068,-122.318777825,47.661306241,9TH AVE NE AND NE 45TH W ST,20,1,52,20,NONE,False,1,1,0,2,0,NE
35242,-122.278040115,47.527903411,44TH AVE S AND S THISTLE ST,6,4,0,20,NONE,False,0,2,0,1,50,SE
35138,-122.323149812,47.518689488,8TH AVE S AND CITY LIMITS,0,1,45,25,NONE,False,3,0,0,1,55,GRDWM
26614,-122.362003077,47.660481281,4TH AVE NW AND NW 44TH ST,0,4,78.75,20,NONE,False,0,0,0,1,50,LKUN-BLRD
27798,-122.362250284,47.642025511,4TH AVE W AND W HALLADAY ST,0,4,6.75,20,NONE,False,0,3,0,1,50,MGNL-QA
34609,-122.264147082,47.544263925,SEWARD PARK S AVE S AND S MORGAN ST,9,1,0,20,NONE,False,2,2,0,1,55,SE
25119,-122.378881899,47.673821659,17TH AVE NW AND NW 62ND ST,2,4,67.5,20,NONE,True,0,0,0,1,47,BLRD
35833,-122.354181961,47.721414263,PHINNEY AVE N AND N 127TH ST,1,4,54,20,NONE,True,0,0,0,1,55,NW
31628,-122.305367194,47.578737849,21ST AVE S AND S MCCLELLAN N ST,2,2,65.5,22.5,NONE,False,3,1,0,1,35,GRDWM
29453,-122.286737015,47.624221428,36TH AVE E AND E FORD PL,0,3,18.333333333,20,NONE,False,0,0,0,1,24,E
37113,-122.361528036,47.702587023,NW 101ST ST AND DEAD END 1,0,1,100,20,NONE,False,0,0,0,0,0,NW
24378,-122.320285922,47.688935435,8TH AVE NE AND NE 83RD ST,1,4,65.5,20,NONE,True,0,0,0,1,85,N
28068,-122.347158115,47.642997396,AURORA AVE N AND RAYE ST,20,2,34.5,32.5,NONE,False,1,2,0,1,55,MGNL-QA
34992,-122.348041684,47.530136868,10TH AVE SW AND SW ELMGROVE ST,5,4,89.25,20,NONE,False,0,0,0,1,50,DLRD
31562,-122.302909505,47.584541864,23RD AVE S AND RAINIER AVE S,72,4,42.75,25,CITY,False,1,2,0,1,33,GRDWM
33677,-122.262984386,47.554804198,56TH AVE S AND S DAWSON ST,0,3,68.333333333,20,NONE,False,0,0,0,1,50,SE
34295,-122.296893572,47.543997312,28TH AVE S AND S MONTEREY PL,0,3,56,20,NONE,False,0,0,0,1,50,GRDWM
25416,-122.376214474,47.668666908,15TH AVE NW AND NW MARKET ST,105,4,63.75,27.5,CITY,False,1,0,0,0,0,BLRD
32714,-122.287030737,47.564104386,36TH AVE S AND S GENESEE ST,22,4,61.75,22.5,NONE,False,2,2,0,1,50,SE
