X,Y,SIGNTYPE
-122.32310341796,47.5619721172408,stop
-122.376689228427,47.5318706481709,stop
-122.388106218774,47.5101169848206,stop
-122.312707109659,47.5975435943106,stop
-122.376666536787,47.5347668004242,stop
-122.325921205629,47.5840230576397,stop
-122.381544603769,47.5073048640528,stop
-122.331174692457,47.571679032011,stop
-122.276524452203,47.5243006003184,stop
-122.330304726503,47.6008141133049,stop
-122.376681987415,47.515559635313,stop
-122.385657576997,47.5449155346786,stop
-122.390910542588,47.5130192461502,stop
-122.387404392053,47.5322324691983,stop
-122.337403933595,47.571432454454,stop
-122.384616002114,47.5322329313619,stop
-122.308932986826,47.6830818479024,stop
-122.402795312766,47.5686263934115,stop
-122.381801022987,47.546652630874,stop
-122.313492088014,47.5578535299567,stop
-122.380041341999,47.6760271318879,stop
-122.329001059012,47.5840238682902,stop
-122.355124756068,47.5344872677434,yield
-122.30101154218,47.5477817555976,yield
-122.391952171491,47.5721136492667,stop
-127.390658288157,46.8083000791101,stop
-122.253592694414,47.5096660129942,stop
-122.326842150899,47.5714507117993,stop
-122.305195418993,47.5877847905135,stop
-122.387296469413,47.5422335392615,stop
-122.312816905765,47.5974259412016,stop
-122.284950425636,47.5716335575783,stop
-127.390658288157,46.8083000791101,stop
-122.376554192995,47.5146173097959,stop
-122.278977457786,47.5242225223942,stop
-122.322793991361,47.5282115048491,stop
-122.351894427517,47.5611480985128,stop
-122.39008386697,47.5422555142665,stop
-122.31693245108,47.5491888814024,stop
-122.381562683573,47.5099946148905,stop
-122.332506067975,47.571483875027,stop
-122.30327449368,47.5759309721232,stop
-122.299798653071,47.5435573968992,stop
-122.314900473982,47.5239385345473,stop
-122.360455606213,47.5210754209821,stop
-122.379375507879,47.500695117707,stop
-122.321347638175,47.5769409162464,stop
-122.32257703883,47.5974155923035,stop
-122.303566878418,47.5718787663069,stop
-122.336999069705,47.5714258134389,stop
-122.383249580314,47.5930688365092,stop
-122.340047188285,47.5818258312236,stop
-122.376317232561,47.5137705266839,stop
-122.353930921211,47.5210714791916,stop
-122.299461660138,47.5437369698324,stop
-122.357050288294,47.6372167921576,stop
-122.302263695206,47.5835907891091,stop
-122.35494422745,47.5382596627686,stop
-122.321342218941,47.5837679635784,stop
-122.378232662274,47.5711458848763,stop
-122.296992982142,47.6008172123696,stop
-122.298863000677,47.5408614842137,stop
-122.310443930293,47.5616978767837,stop
-122.356832178766,47.6371389209877,stop
-122.379066483264,47.6989451967176,stop
-122.308711067572,47.6268946412862,stop
-122.393823373934,47.550232408502,stop
-122.33018705088,47.6009565143913,stop
-122.32639161892,47.5974356836344,stop
-122.277715550764,47.5278549843984,stop
-122.292601418244,47.6008134617657,stop
-122.310557926507,47.5616072996722,stop
-122.293051151382,47.5835754126778,stop
-122.308640557333,47.6323488563144,stop
-122.376052915395,47.5063407604355,stop
-122.4060995234,47.5710575597976,stop
-122.375919125431,47.5099368280242,stop
-122.329170930238,47.5839303678365,stop
-122.376029874122,47.5038878769063,stop
-122.335569121137,47.5716701390043,stop
-122.390637399606,47.5721000488893,stop
-122.35835969371,47.521076661428,stop
-122.337530611311,47.5714335745607,stop
-122.386237505791,47.5905507055741,stop
-122.381641023092,47.5120739439527,stop
-122.386824336977,47.5683441471281,stop
-122.313386140237,47.5579463648285,stop
-122.280272322383,47.5352580258407,stop
-122.376019824655,47.5072351271869,stop
-122.388624016916,47.5129027257929,yield
-122.379959650138,47.6905609305298,stop
-122.332627568966,47.5714830268641,stop
-122.266081713604,47.5406387896967,stop
-122.360560203149,47.5209821055237,stop
-122.386125347939,47.590642229157,stop
-122.313313587484,47.5769148022695,stop
-122.325922579886,47.5819391431157,stop
-122.303360644617,47.5719692474292,stop
-122.309045922746,47.6395904919068,stop
-122.321335626033,47.6287418570822,stop
-122.306418978148,47.5974281732301,stop
-122.323978965409,47.597428928353,stop
-122.307620731641,47.5719493505304,stop
-122.306309480213,47.5975267248283,stop
-122.34549549387,47.5209221223119,stop
-122.390072588924,47.5430780017218,stop
-122.376119001612,47.5027466336272,stop
-122.35385559592,47.5673932253246,stop
-122.384594514471,47.5344050125755,yield
-122.313730217877,47.5878143759613,stop
-122.255770122209,47.509752438703,stop
-122.308645317154,47.6757449950657,stop
-122.315358236245,47.5272406623678,stop
-122.309245594497,47.5786958188596,stop
-122.335386702515,47.5714257552782,stop
-122.387276042706,47.5344198605193,stop
-122.313426703161,47.56174679832,stop
-122.388780530274,47.6868308908228,stop
-122.323332019694,47.5414587541323,stop
-122.308854635652,47.6866378500306,stop
-122.290372624528,47.5352201531665,stop
-122.341514637981,47.5398649606726,stop
-122.381361246116,47.5064914233802,stop
-122.380083375451,47.6868912366952,stop
-122.37082332272,47.5675656957197,stop
-122.326026475624,47.583929871715,stop
-122.381515225657,47.5574135424635,stop
-122.291072584508,47.5353956195278,stop
-122.263434678014,47.5472191568409,stop
-122.300713881339,47.5478303175577,stop
-122.375813735865,47.5100599321028,stop
-122.333323374676,47.5818500339688,stop
-122.258358326611,47.516675663777,stop
-122.381371106636,47.5082809710102,stop
-122.310202868019,47.5769205064306,stop
-122.296774174019,47.5758864353502,stop
-122.321453736046,47.5818384691313,stop
-122.357606435672,47.663177959837,stop
-122.379945068744,47.6868202497945,stop
-122.313419598616,47.5768219582106,stop
-122.27161622756,47.5406468819009,stop
-122.394813256672,47.5612294818853,stop
-122.37605934278,47.5119580881221,stop
-122.308922157069,47.6897031766966,stop
-122.377650984519,47.5641241984112,yield
-122.37807757542,47.5756252056859,stop
-122.317358347686,47.5836605284469,stop
-122.310487717517,47.5877997305295,stop
-122.381619544325,47.5081817120495,stop
-122.360681183465,47.6259204812252,stop
-122.303378144565,47.5799495549932,stop
-122.314078359788,47.6008955849012,stop
-122.321344004795,47.5819313936191,stop
-122.403248814763,47.5603513973304,stop
-122.285060038209,47.5715405997223,stop
-122.357118745299,47.5557912847306,stop
-122.318996170914,47.5439069510735,stop
-127.390658288157,46.8083000791101,stop
-122.313426251282,47.5759452595809,stop
-122.387373919402,47.5350511787163,stop
-122.388183716954,47.5610860913132,stop
-122.313552889509,47.5616546369223,stop
-122.308793814974,47.6830116497887,stop
-122.380777221286,47.5029025563098,stop
-122.270032132853,47.5088313144695,stop
-122.381452481356,47.510062243239,stop
-122.394920285045,47.5611261605967,stop
-122.388581623385,47.5120573733501,yield
-122.325147446751,47.5974336157617,stop
-122.386710081864,47.5732280300524,stop
-122.358959249578,47.5683885324892,yield
-122.341226134553,47.5716122712875,stop
-122.308556078389,47.6705243755546,stop
-122.355071370411,47.5210790073673,stop
-122.359528895765,47.7069591179859,stop
-122.354579509347,47.5682822465179,stop
-122.278644989566,47.5243278989615,stop
-122.29521340627,47.6776309565335,stop
-122.381437564203,47.5073998564704,stop
-122.293102532248,47.6776329045629,stop
-122.376495427707,47.5136861809769,stop
-122.258235577912,47.5167696979318,stop
-122.302117393004,47.5837274396285,stop
-122.386936498499,47.557451497979,stop
-122.271421171035,47.5406686589315,stop
-122.319946112402,47.5409581623013,stop
-122.410917405103,47.571198567622,stop
-122.315762837649,47.6760249395845,stop
-122.30300351824,47.5836121255245,stop
-122.313333737243,47.5837411345671,stop
-122.328278786749,47.5245806751266,yield
-122.322912561742,47.5297678380731,stop
-122.364566505953,47.5683922395254,stop
-122.350848157393,47.6332414805927,stop
-122.390858162505,47.6350264314546,stop
-122.351640353838,47.5715040580235,stop
-122.394089724252,47.5794183624663,stop
-122.34682021533,47.5300812563535,stop
-122.384608924648,47.5329566123168,stop
-122.277984200613,47.6520436922667,stop
-122.403649189336,47.6539909490265,stop
-122.36492240843,47.6360012414129,stop
-122.389195689006,47.5205493460292,stop
-122.392223558579,47.5702039921435,stop
-122.307259474037,47.6648964420103,stop
-122.393765224573,47.5486269964448,stop
-122.376690125173,47.5260543143458,stop
-122.382026365239,47.6465398374509,stop
-122.394200520933,47.5793261126383,stop
-122.357925016723,47.5174064177093,stop
-122.393002849475,47.538080218307,stop
-122.390630131247,47.5793897455994,yield
-122.385265601905,47.5593635346812,stop
-122.355020584399,47.5256661786644,stop
-122.376214875123,47.6539933551289,yield
-122.39285069713,47.6468804296975,stop
-122.38637507987,47.5867224244927,stop
-122.357884450126,47.5210693206553,yield
-122.387313770491,47.5406847662697,stop
-122.360947045147,47.6466058113999,stop
-122.376077771958,47.6348690129779,stop
-122.352266820187,47.5797676117173,stop
-122.361189381715,47.5354655707416,stop
-122.355050531052,47.5229381437545,stop
-122.355156694953,47.5228014573576,stop
-122.355580169794,47.5798856591333,stop
-122.38997358286,47.5567305104967,stop
-122.393616045427,47.5539727214331,stop
-122.398015884887,47.6601184503148,stop
-122.307722388967,47.6830117514609,stop
-122.387258054525,47.535874164745,stop
-122.386716166595,47.5647653893583,stop
-122.34672395682,47.5319833993569,stop
-122.384749709842,47.5291727218078,stop
-122.386832926727,47.5664972417058,stop
-122.358015524734,47.6198477031559,stop
-122.393646804999,47.5522367383929,stop
-122.390156947816,47.5208506730186,stop
-122.376580393504,47.5319618667242,stop
-122.38703699378,47.550346750268,stop
-122.387179312288,47.543122122845,stop
-122.384737413961,47.6539239888323,stop
-122.362073139491,47.57011469818,stop
-122.34729555533,47.6767844542944,stop
-122.373074696116,47.5739532320982,stop
-122.387214846418,47.5337093438575,stop
-122.3915153851,47.5379742266531,stop
-122.394780487221,47.5738545425044,stop
-122.390346984618,47.5405027461829,stop
-122.391564924133,47.5553025531313,stop
-122.393113554195,47.537987950994,stop
-122.367593950813,47.6435389038412,stop
-122.362838731266,47.5593221858774,stop
-122.394899149906,47.5576154482051,stop
-122.38642621522,47.5830418007862,stop
-122.345486438059,47.5190895983289,stop
-122.40354050116,47.6541101939755,stop
-122.387144908828,47.5502549633286,stop
-122.397540377294,47.6600886989723,stop
-122.389534371896,47.5629020547745,stop
-122.354603840125,47.5798612262104,stop
-122.393121636876,47.6329967776876,stop
-122.386929106454,47.5539374084052,stop
-122.409505158997,47.6504957251047,stop
-122.376694029441,47.5303948210878,stop
-122.376644501234,47.5373486004661,stop
-122.376765672072,47.519325075445,stop
-122.397836297316,47.6359572495748,stop
-122.307201044816,47.6267663811415,stop
-122.307402801824,47.6205477494351,stop
-122.392628780328,47.5323748286227,stop
-122.406285632611,47.5630751377135,stop
-122.376760091608,47.5802283950208,stop
-122.386531719136,47.5829487598662,stop
-122.3847233994,47.6502793030656,stop
-122.38159725317,47.5520818246505,stop
-122.376692390103,47.5289644207647,stop
-122.41424122931,47.6504281284882,stop
-122.38620013825,47.5918651915166,stop
-122.387287560187,47.5329719147313,stop
-122.395057678058,47.5574947615208,stop
-122.376027197817,47.5712212696639,stop
-122.389759098822,47.5575709735526,stop
-122.365088313824,47.6346953006576,stop
-122.387041096551,47.5538457288261,stop
-122.307558719952,47.6061257555481,stop
-122.351765647311,47.5593687364619,stop
-122.352983568254,47.5652695078667,stop
-122.392662120856,47.5298000969392,stop
-122.369701296654,47.6458093746256,stop
-122.371473947823,47.6468850305056,stop
-122.307604333694,47.6129814761117,stop
-122.359300994311,47.6198506968392,stop
-122.346789315783,47.524597301566,stop
-122.35493498675,47.5391664112804,stop
-122.395637456557,47.6381546559578,stop
-122.409446399626,47.6486746023706,stop
-122.384717983422,47.5328655260548,stop
-122.364480729309,47.5229001827023,stop
-122.371673486289,47.6503038848142,stop
-122.382042064711,47.6502851718943,stop
-122.40085643963,47.6504930253165,stop
-122.392985877287,47.6351833916373,stop
-122.387206866109,47.5407770840248,stop
-122.307260599614,47.6648224802827,stop
-122.390953665861,47.5647067383658,stop
-122.378213168965,47.5730845869515,stop
-122.347055943644,47.5364491867068,stop
-122.360521936361,47.5264417916312,stop
-122.408111327272,47.5658688164541,stop
-122.376055376049,47.5081298788688,stop
-122.402710256297,47.5596618056701,stop
-122.38698828022,47.5564053665196,stop
-122.387302688551,47.5398680119998,stop
-122.392824278478,47.5370516034581,stop
-122.391859410288,47.5380704001371,stop
-122.381579987372,47.5555837148006,stop
-122.373268132077,47.5466119679476,yield
-122.353930788699,47.5192388944132,stop
-122.394284668239,47.5459174071347,stop
-122.412059675003,47.654156902031,stop
-122.376358212968,47.6502943624798,stop
-122.378102485465,47.5731769823233,stop
-122.376435060836,47.5429081827976,stop
-122.390737116217,47.5792974113851,yield
-122.357844092858,47.524735544898,yield
-122.34700939081,47.5332578873419,stop
-122.355071402757,47.5354470217089,stop
-122.384727970006,47.532143400388,stop
-122.386816146996,47.5737751503383,stop
-122.369311334195,47.6468927353899,stop
-122.376390122088,47.5537350435632,stop
-122.307428763701,47.6128590605749,stop
-122.369416171071,47.6468157072146,stop
-122.35675502158,47.5192429257416,stop
-122.39197793662,47.5703217485451,stop
-122.355091827942,47.519242141881,stop
-127.390658288157,46.8083000791101,stop
-122.308395675081,47.664903425365,stop
-122.389961831563,47.5431702781536,stop
-122.392587110193,47.5315985989805,stop
-122.386735215791,47.5665813812872,stop
-122.376054553225,47.5702674723981,stop
-122.307777970549,47.6866374819287,stop
-122.376671804581,47.5340422175273,stop
-122.392959494187,47.6384496395792,stop
-122.387389468274,47.5336030013727,stop
-122.391405311508,47.5380666671054,stop
-122.370718376397,47.5705085121937,stop
-122.363362901027,47.566491433857,stop
-122.358828272192,47.5378267642141,stop
-122.37725508126,47.6539912615059,stop
-122.384599371635,47.6466279227429,stop
-122.355197238189,47.5191490944842,stop
-122.38420989859,47.5212512123713,stop
-122.400965774682,47.65039987555,stop
-122.392959693881,47.6467871087681,stop
-122.376159080347,47.5701742001299,stop
-122.389985638207,47.5414593756511,stop
-122.387353126151,47.5369456837866,stop
-122.384733393517,47.5314005690544,stop
-122.387311811919,47.538477330688,stop
-122.39477222368,47.5745934844136,stop
-122.395630195082,47.6540229614514,stop
-122.386220817979,47.5880932006105,stop
-122.381017178621,47.686810775508,stop
-122.389178687084,47.5205649259739,stop
-122.370251360115,47.6435879804647,stop
-122.385847084843,47.5447918294468,stop
-122.403871717099,47.5610214996824,stop
-122.390979886538,47.5263763186582,stop
-122.414307471709,47.6486219569288,stop
-122.354863751582,47.5429056399085,stop
-122.387326430748,47.5293325008718,stop
-122.376575812839,47.5464606944661,stop
-122.394296253561,47.635880752056,stop
-122.362948748255,47.5592295870297,stop
-122.376689941635,47.531132180361,stop
-122.390236208203,47.5405950270859,stop
-122.356662387943,47.6303922260991,stop
-122.30737238468,47.6378382011251,stop
-122.395558029678,47.65411644464,stop
-122.39069599007,47.5396780496142,stop
-122.354053063467,47.5191462911309,stop
-122.384617821191,47.5314901913882,stop
-122.391985270701,47.536956456214,stop
-122.354307004135,47.5836757064857,stop
-122.370779778253,47.5691945423798,stop
-122.394673183246,47.5739466914175,stop
-122.307712230997,47.6062001926431,stop
-122.348877967989,47.5710568813013,stop
-122.351883618698,47.5718219957051,stop
-122.376391868788,47.5500963613462,stop
-122.4008621148,47.6486808470556,stop
-127.390658288157,46.8083000791101,stop
-122.376579942942,47.5265157707058,stop
-122.387304674828,47.5315759946805,stop
-122.392634440529,47.5320883640822,stop
-122.370751397514,47.5698211338801,stop
-122.402933998947,47.5667024688915,stop
-122.399993443637,47.6358584652692,stop
-122.404586619109,47.5616136490156,stop
-122.390796230803,47.539574735582,stop
-122.270659731329,47.561809727438,stop
-122.354732228974,47.5537372761427,stop
-122.387397724008,47.5328792570959,stop
-122.370272345939,47.6378060909491,stop
-122.270764011095,47.5617160997608,stop
-122.346673603558,47.5228559358913,stop
-122.407304062371,47.5722988213537,stop
-122.373178993359,47.5467142148193,yield
-122.358080148052,47.6220477363159,stop
-122.387197410513,47.5484457222771,stop
-122.400951701222,47.6539960450292,stop
-122.383028826328,47.548484584259,stop
-122.345379841445,47.5191819834879,stop
-122.35774614796,47.5209960444511,yield
-122.307859858995,47.6902734400442,stop
-122.387489039923,47.5905718676603,yield
-122.393873031905,47.5485352196527,stop
-122.386711618855,47.5693270591137,stop
-122.407033772413,47.5649788574742,stop
-122.339502126665,47.5184886758187,stop
-122.385569992449,47.5592701332913,stop
-122.408353314388,47.5722215540999,stop
-122.394965257883,47.559317681047,stop
-122.357032351353,47.6358901055734,stop
-122.362865466336,47.5575134728835,stop
-122.307861435343,47.6830820583068,stop
-122.384703642942,47.5343139364732,yield
-122.376536447958,47.5374402797485,stop
-122.393072229194,47.6380818940316,stop
-122.351653033205,47.5594593167332,stop
-122.393753741129,47.5521444473059,stop
-122.354307004135,47.5836757064857,stop
-122.386712437493,47.5713058687838,stop
-122.392944704558,47.6504084958206,stop
-122.362930750782,47.5519640576165,stop
-122.381479875293,47.5556811907485,stop
-122.376628598406,47.539173920755,stop
-122.392702691509,47.5268296737371,stop
-122.371509887951,47.5767661896178,stop
-122.357642161545,47.520045798936,stop
-122.387244363571,47.5452716050252,stop
-122.383076244438,47.5466751057283,stop
-122.41416450336,47.6486661754184,stop
-122.387204311838,47.5382742606534,stop
-122.370585926856,47.5718198054604,yield
-122.358290414281,47.6348032684251,stop
-122.307573802112,47.6757412101636,stop
-122.386874845088,47.5646845041734,stop
-122.393749104461,47.5468141001646,stop
-122.376207363676,47.555647918239,stop
-122.376298255152,47.5573864231509,stop
-122.408175417954,47.5723297027577,stop
-122.386425504451,47.5853254807731,stop
-122.389977125424,47.5423479108642,stop
-122.402742968039,47.5649856605521,stop
-122.307731214995,47.599285208801,stop
-122.387211839052,47.5399682974176,stop
-122.384627690406,47.5307479293918,stop
-122.387381912417,47.5343270907417,stop
-122.307733930659,47.6017114566311,stop
-122.385999489526,47.6594083962639,stop
-122.40178477603,47.5585095077479,stop
-122.381704609368,47.551993272157,stop
-122.376542424677,47.542816148812,stop
-122.351535027096,47.571534985829,stop
-122.387296044561,47.5323237902193,stop
-122.404964928321,47.6359399907328,stop
-122.38140873614,47.5575060145156,stop
-122.38610044132,47.5919713668957,stop
-122.383604469562,47.5938267554462,stop
-122.370419909922,47.6346941167695,stop
-122.394539967329,47.5756582745619,stop
-122.389356215367,47.5630059804089,stop
-122.394800555555,47.5720484925625,stop
-122.376130008584,47.5665335492077,stop
-122.307397471711,47.6269347184173,stop
-122.348837974914,47.5709690592798,stop
-122.386330281847,47.5880000892909,stop
-122.370310649825,47.6347873180751,stop
-122.360990995836,47.5391010440818,stop
-122.346984467839,47.5337885910461,stop
-122.352639785569,47.5578099429965,stop
-122.356863587296,47.5191496736894,stop
-122.346798856504,47.526424428443,stop
-122.359011180328,47.5666541435056,yield
-122.376338509243,47.5555558578817,stop
-122.307298262822,47.6204268047447,stop
-122.394091419231,47.5793251588211,stop
-122.393793089017,47.5539100550753,stop
-122.384618436463,47.6503726942206,stop
-122.28433520418,47.5431525162617,stop
-127.390658288157,46.8083000791101,stop
-122.382479735215,47.550188961982,stop
-122.357727355541,47.5228294095423,stop
-122.395042698311,47.555208086248,stop
-122.395058601039,47.5542184480175,stop
-122.399374974945,47.5548386289865,stop
-122.343133337136,47.5411202535177,stop
-122.376875970189,47.5192325288905,stop
-122.307545870486,47.6079824918543,stop
-122.399486028523,47.6358598730763,stop
-122.359116964368,47.5665612653747,yield
-122.365072179188,47.6359079943917,stop
-122.362971913838,47.5574208761875,stop
-122.360417128558,47.5265351573006,stop
-122.397682495637,47.6599849185672,stop
-122.387218318652,47.5459765311316,stop
-122.363040945213,47.5518714683609,stop
-122.384914009781,47.521637751655,stop
-122.357707037044,47.524663827162,yield
-122.387305363346,47.541438750775,stop
-122.376162125188,47.5538266181828,stop
-122.384708429093,47.6465345208063,stop
-122.402830028972,47.5667962465278,stop
-122.370660375399,47.5427859588095,stop
-122.355045238083,47.5390738135718,stop
-122.353964529697,47.5673020217332,stop
-122.390710177951,47.5648103379854,stop
-122.414116761108,47.6505083777498,stop
-122.409461267038,47.5675686960783,stop
-122.410900641806,47.5722567396815,yield
-122.307130919342,47.6322206798281,stop
-122.390351933318,47.5203020183364,stop
-122.384635383581,47.5292630481285,stop
-122.36012817865,47.5354995694754,stop
-122.394854474932,47.5594100145332,stop
-122.387089480258,47.5485375137392,stop
-122.335243310228,47.5320183712395,stop
-122.37628093901,47.5501885620224,stop
-122.357864139641,47.5229040388788,stop
-122.389984076323,47.5415525803354,stop
-122.402894447365,47.5693060454504,stop
-127.390658288157,46.8083000791101,stop
-122.3811318584,47.6813643277975,yield
-122.370302322106,47.6360011063326,stop
-122.381909670071,47.5465613041778,stop
-122.376239213232,47.5664403991289,stop
-122.390307527406,47.5207481159329,stop
-122.357042740967,47.6346824776978,stop
-122.378056812458,47.5712404397465,stop
-122.376328302123,47.5592136769274,stop
-122.279855157289,47.5279187855057,stop
-122.35750798544,47.6760350137473,stop
-122.386877276883,47.5557470310708,stop
-122.393924821174,47.5467254862778,stop
-122.390430198438,47.5201359109381,stop
-122.386433995757,47.6559551182773,stop
-122.380081755987,47.6989473249062,stop
-122.402863498138,47.5703335682708,stop
-122.390388384263,47.55634448799,stop
-122.387092528831,47.552064495525,stop
-122.387290932535,47.543032462214,stop
-122.391010072507,47.6593903094989,stop
-122.373541916809,47.6630110197739,stop
-122.370712296112,47.5676556342902,stop
-122.376581622148,47.5301455803321,stop
-122.391879754573,47.5370494243014,stop
-122.390093515872,47.5570798168868,stop
-122.35791730531,47.6221787253329,stop
-122.357667624585,47.5336503579306,stop
-122.384738806616,47.5306579502059,stop
-122.299739878426,47.5436656158729,yield
-122.397679712324,47.6612619389795,stop
