,UNITDESC,STNAME_ORD,XSTRLO,XSTRHI,ARTCLASS,SPEEDLIMIT,SURFACETYPE_1,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,SLOPE_PCT,SHAPE_Length
0,1ST AVE BETWEEN SENECA ST AND UNIVERSITY ST,1ST AVE,SENECA ST,UNIVERSITY ST,2.0,25.0,PCC,87.0,62.0,1,4.0,305.966050124338
1,1ST AVE BETWEEN PIKE ST AND PINE ST,1ST AVE,PIKE ST,PINE ST,2.0,25.0,AC/PCC,57.0,58.0,1,5.0,426.031562335952
2,1ST AVE N BETWEEN VALLEY UPPER ST AND ALOHA ST,1ST AVE N,VALLEY UPPER ST,ALOHA ST,0.0,20.0,PCC,0.0,0.0,0,17.0,297.147592150957
3,1ST AVE N BETWEEN LYNN ST AND MCGRAW S ST,1ST AVE N,LYNN ST,MCGRAW S ST,0.0,20.0,AC,9.0,0.0,0,3.0,174.804982911029
4,1ST AVE N BETWEEN FULTON S ST AND FULTON N ST,1ST AVE N,FULTON S ST,FULTON N ST,0.0,20.0,PCC,0.0,0.0,0,5.0,73.1107078207429
5,1ST AVE NE BETWEEN NE 60TH ST AND NE 61ST ST,1ST AVE NE,NE 60TH ST,NE 61ST ST,0.0,20.0,PCC,92.0,0.0,0,3.0,212.585995859351
6,1ST AVE NE BETWEEN N 122ND ST AND CORLISS S AVE N,1ST AVE NE,N 122ND ST,CORLISS S AVE N,3.0,25.0,ST,36.0,0.0,3,2.0,837.063531957846
7,1ST AVE NW BETWEEN N 42ND E ST AND NW 43RD ST,1ST AVE NW,N 42ND E ST,NW 43RD ST,0.0,20.0,PCC,65.0,0.0,0,5.0,677.122039886288
8,1ST AVE NW BETWEEN NW 53RD ST AND N 54TH ST,1ST AVE NW,NW 53RD ST,N 54TH ST,0.0,20.0,PCC,61.0,0.0,0,0.0,152.414888159229
9,1ST AVE NW BETWEEN NW 65TH ST AND NW 67TH ST,1ST AVE NW,NW 65TH ST,NW 67TH ST,0.0,20.0,PCC,48.0,0.0,0,2.0,649.833791179326
10,1ST AVE NW BETWEEN NW 78TH ST AND NW 79TH ST,1ST AVE NW,NW 78TH ST,NW 79TH ST,0.0,20.0,PCC,71.0,0.0,0,1.0,266.487380318173
11,1ST AVE NW BETWEEN NW 100TH ST AND NW 101ST ST,1ST AVE NW,NW 100TH ST,NW 101ST ST,0.0,20.0,ST,96.0,0.0,0,1.0,264.727467316414
12,1ST AVE NW BETWEEN NW 107TH ST AND NW 110TH ST,1ST AVE NW,NW 107TH ST,NW 110TH ST,0.0,20.0,AC,91.0,0.0,0,2.0,661.283476389633
13,1ST AVE NW BETWEEN NW 144TH ST AND NW 145TH ST,1ST AVE NW,NW 144TH ST,NW 145TH ST,0.0,20.0,ST,92.0,0.0,0,2.0,380.781227801573
14,1ST AVE S BETWEEN S ROYAL BROUGHAM WAY AND S ATLANTIC ST,1ST AVE S,S ROYAL BROUGHAM WAY,S ATLANTIC ST,1.0,25.0,AC/PCC,73.0,69.0,2,0.0,760.007305873135
15,1ST AVE S BETWEEN S FINDLAY ST AND S ORCAS ST,1ST AVE S,S FINDLAY ST,S ORCAS ST,1.0,30.0,AC/PCC,71.0,65.0,2,0.0,295.136059166174
16,1ST AVE W BETWEEN W JOHN ST AND W THOMAS ST,1ST AVE W,W JOHN ST,W THOMAS ST,3.0,25.0,PCC,56.0,0.0,0,6.0,425.67036000142
17,1ST AVE W BETWEEN W ROY ST AND DEAD END 1,1ST AVE W,W ROY ST,DEAD END 1,0.0,20.0,PCC,0.0,0.0,0,10.0,137.086612076834
18,1ST AVE W BETWEEN W CROCKETT ST AND W BOSTON ST,1ST AVE W,W CROCKETT ST,W BOSTON ST,0.0,20.0,AC,70.0,0.0,0,3.0,442.524538430859
19,1ST AV S ON RP BETWEEN SR509 NB AND 1ST S AVE S,1ST AV S ON RP,SR509 NB,1ST S AVE S,1.0,60.0,PCC,91.0,0.0,0,10.0,1451.03864040207
20,10TH AVE BETWEEN E SPRUCE ST AND E ALDER ST,10TH AVE,E SPRUCE ST,E ALDER ST,0.0,20.0,AC,20.0,0.0,0,7.0,306.876327328389
21,10TH AVE E BETWEEN E BLAINE ST AND E HOWE ST,10TH AVE E,E BLAINE ST,E HOWE ST,2.0,25.0,AC/PCC,37.0,0.0,2,4.0,323.098810589824
22,10TH AVE E BETWEEN E BOSTON ST AND E LYNN ST,10TH AVE E,E BOSTON ST,E LYNN ST,2.0,25.0,PCC,82.0,0.0,2,6.0,417.255950895728
23,10TH AVE NW BETWEEN NW 125TH E ST AND NW 127TH ST,10TH AVE NW,NW 125TH E ST,NW 127TH ST,0.0,20.0,ST,68.0,0.0,0,1.0,660.008333987975
24,10TH AVE S BETWEEN E YESLER WAY AND S WASHINGTON ST,10TH AVE S,E YESLER WAY,S WASHINGTON ST,0.0,20.0,PCC,86.0,0.0,0,6.0,309.949042807902
25,10TH AVE S BETWEEN S SOUTHERN ST AND S ROSE ST,10TH AVE S,S SOUTHERN ST,S ROSE ST,0.0,20.0,PCC,81.0,0.0,0,1.0,286.914966737404
26,10TH AVE W BETWEEN W RAYE N ST AND W BOTHWELL ST,10TH AVE W,W RAYE N ST,W BOTHWELL ST,3.0,25.0,AC/PCC,74.0,0.0,3,3.0,149.689235975758
27,11TH AVE BETWEEN E FIR ST AND E SPRUCE ST,11TH AVE,E FIR ST,E SPRUCE ST,0.0,20.0,AC,19.0,0.0,0,7.0,302.088945766562
28,11TH AVE BETWEEN E PINE ST AND E OLIVE ST,11TH AVE,E PINE ST,E OLIVE ST,0.0,20.0,AC,45.0,0.0,0,1.0,426.07682735086
29,11TH AVE E BETWEEN E BOSTON ST AND E LYNN ST,11TH AVE E,E BOSTON ST,E LYNN ST,0.0,20.0,AC/PCC,0.0,0.0,0,8.0,421.99508603783
30,11TH AVE NE BETWEEN NE 42ND ST AND NE 43RD ST,11TH AVE NE,NE 42ND ST,NE 43RD ST,1.0,25.0,AC/PCC,55.0,0.0,2,5.0,540.141813573235
31,11TH AVE NW BETWEEN NW 45TH ST AND NW 46TH ST,11TH AVE NW,NW 45TH ST,NW 46TH ST,0.0,20.0,AC,52.0,0.0,0,1.0,266.268719204505
32,11TH AVE NW BETWEEN NW LEARY WAY AND NW 49TH ST,11TH AVE NW,NW LEARY WAY,NW 49TH ST,0.0,20.0,PCC,69.0,0.0,0,0.0,265.98603922245
33,11TH AVE NW BETWEEN NW 75TH ST AND NW 77TH ST,11TH AVE NW,NW 75TH ST,NW 77TH ST,0.0,20.0,PCC,78.0,0.0,0,4.0,667.13954253834
34,11TH AVE NW BETWEEN NW 83RD ST AND NW 85TH ST,11TH AVE NW,NW 83RD ST,NW 85TH ST,0.0,20.0,PCC,77.0,0.0,0,1.0,690.482554252249
35,11TH AVE NW BETWEEN NW 122ND ST AND NW 125TH ST,11TH AVE NW,NW 122ND ST,NW 125TH ST,0.0,20.0,ST,87.0,0.0,0,2.0,665.961246676175
36,11TH AVE W BETWEEN DEAD END 1 AND W GALER ST,11TH AVE W,DEAD END 1,W GALER ST,0.0,20.0,AC/PCC,0.0,0.0,0,3.0,78.2745487402858
37,11TH AVE W BETWEEN W WHEELER ST AND SOUND VIEW N TR W,11TH AVE W,W WHEELER ST,SOUND VIEW N TR W,0.0,20.0,AC/PCC,0.0,0.0,0,7.0,486.444152555516
38,11TH PL NW BETWEEN NW 132ND ST AND DEAD END,11TH PL NW,NW 132ND ST,DEAD END,0.0,20.0,AC,38.0,0.0,0,5.0,130.366108393432
39,12TH AVE BETWEEN E MADISON ST AND E PIKE ST,12TH AVE,E MADISON ST,E PIKE ST,2.0,25.0,AC/PCC,75.0,0.0,0,3.0,443.739655893981
40,12TH AVE NW BETWEEN NW 118TH ST AND NW 119TH ST,12TH AVE NW,NW 118TH ST,NW 119TH ST,0.0,20.0,ST,62.0,0.0,0,7.0,238.984970492777
41,12TH AVE NE BETWEEN NE CAMPUS EB PY AND NE CAMPUS WB PY,12TH AVE NE,NE CAMPUS EB PY,NE CAMPUS WB PY,0.0,20.0,PCC,0.0,0.0,0,2.0,81.4457884099816
42,12TH AVE NE BETWEEN NE 58TH ST AND NE RAVENNA EB BV,12TH AVE NE,NE 58TH ST,NE RAVENNA EB BV,0.0,20.0,PCC,42.0,0.0,0,2.0,95.5890140062842
43,12TH AVE NE BETWEEN NE 77TH ST AND LAKE CITY WAY NE,12TH AVE NE,NE 77TH ST,LAKE CITY WAY NE,1.0,25.0,AC/PCC,60.0,0.0,0,1.0,178.144434277663
44,12TH AVE NE BETWEEN NE 97TH ST AND NE 98TH ST,12TH AVE NE,NE 97TH ST,NE 98TH ST,0.0,20.0,ST,79.0,0.0,0,6.0,331.434721270027
45,12TH AVE NE BETWEEN NE 114TH ST AND NE 115TH ST,12TH AVE NE,NE 114TH ST,NE 115TH ST,0.0,20.0,ST,75.0,0.0,0,4.0,421.463809843914
46,12TH AVE NE BETWEEN NE 120TH ST AND NE 123RD ST,12TH AVE NE,NE 120TH ST,NE 123RD ST,0.0,20.0,ST,88.0,0.0,0,1.0,662.306619669338
47,12TH AVE NW BETWEEN NW 75TH ST AND NW 77TH ST,12TH AVE NW,NW 75TH ST,NW 77TH ST,0.0,20.0,PCC,63.0,0.0,0,3.0,668.065493797614
48,12TH AVE NW BETWEEN NW 127TH ST AND NW BLAKELY CT,12TH AVE NW,NW 127TH ST,NW BLAKELY CT,0.0,20.0,ST,58.0,0.0,0,0.0,493.655270596833
49,12TH AVE S BETWEEN S ATLANTIC ST AND S MASSACHUSETTS ST,12TH AVE S,S ATLANTIC ST,S MASSACHUSETTS ST,3.0,25.0,AC/PCC,9.0,0.0,3,2.0,565.950196047432
50,12TH AVE S BETWEEN S HUDSON ST AND S PEARL ST,12TH AVE S,S HUDSON ST,S PEARL ST,0.0,20.0,PCC,83.0,0.0,0,5.0,273.699474905738
51,12TH AVE S BETWEEN S CLOVERDALE ST AND S DONOVAN ST,12TH AVE S,S CLOVERDALE ST,S DONOVAN ST,0.0,20.0,PCC,47.0,0.0,0,0.0,309.670534622351
52,12TH AVE S BETWEEN S CONCORD ST AND S HENDERSON ST,12TH AVE S,S CONCORD ST,S HENDERSON ST,0.0,20.0,ST,52.0,0.0,0,5.0,310.018615931375
53,12TH AVE W BETWEEN GILMAN DR W AND DEAD END 3,12TH AVE W,GILMAN DR W,DEAD END 3,0.0,20.0,PCC,80.0,0.0,0,2.0,738.348340620296
54,12TH AVE W BETWEEN W WHEELER ST AND W RAYE ST,12TH AVE W,W WHEELER ST,W RAYE ST,0.0,20.0,PCC,66.0,0.0,0,3.0,826.731062157724
55,13TH AVE BETWEEN E CHERRY ST AND E COLUMBIA ST,13TH AVE,E CHERRY ST,E COLUMBIA ST,0.0,20.0,PCC,33.0,0.0,0,2.0,426.038589712202
56,13TH AVE NW BETWEEN NW 70TH E ST AND NW 73RD ST,13TH AVE NW,NW 70TH E ST,NW 73RD ST,0.0,20.0,PCC,66.0,0.0,0,4.0,690.167900298862
57,13TH AVE NW BETWEEN NW 77TH ST AND NW 80TH ST,13TH AVE NW,NW 77TH ST,NW 80TH ST,0.0,20.0,PCC,70.0,0.0,0,3.0,665.783911020661
58,13TH AVE S BETWEEN S BAYVIEW ST AND S LANDER ST,13TH AVE S,S BAYVIEW ST,S LANDER ST,0.0,20.0,PCC,0.0,0.0,0,6.0,561.187420383651
59,13TH AVE S BETWEEN S HANFORD ST AND S HORTON ST,13TH AVE S,S HANFORD ST,S HORTON ST,0.0,20.0,ST,72.0,0.0,0,9.0,313.236247722732
60,13TH AVE S BETWEEN S FERDINAND ST AND S SHELTON ST,13TH AVE S,S FERDINAND ST,S SHELTON ST,0.0,20.0,PCC,70.0,0.0,0,4.0,277.05969681798
61,13TH AVE SW BETWEEN SW THISTLE ST AND SW CLOVERDALE ST,13TH AVE SW,SW THISTLE ST,SW CLOVERDALE ST,0.0,20.0,PCC,100.0,0.0,0,1.0,668.795597018656
62,13TH AVE SW BETWEEN SW HENDERSON ST AND SW BARTON ST,13TH AVE SW,SW HENDERSON ST,SW BARTON ST,0.0,20.0,PCC,97.0,0.0,0,0.0,667.170086722729
63,14TH AVE BETWEEN E SPRUCE ST AND E ALDER ST,14TH AVE,E SPRUCE ST,E ALDER ST,3.0,25.0,AC/PCC,41.0,0.0,3,6.0,307.630916158245
64,14TH AVE BETWEEN E MADISON ST AND E PIKE ST,14TH AVE,E MADISON ST,E PIKE ST,3.0,25.0,AC/PCC,44.0,0.0,0,2.0,82.8889148569103
65,14TH AVE E BETWEEN E THOMAS W ST AND E HARRISON ST,14TH AVE E,E THOMAS W ST,E HARRISON ST,0.0,20.0,AC,5.0,0.0,0,3.0,304.338178835203
66,14TH AVE E BETWEEN E LYNN ST AND BOYER AVE E,14TH AVE E,E LYNN ST,BOYER AVE E,0.0,20.0,AC,0.0,0.0,0,6.0,596.197241218455
67,14TH AVE NW BETWEEN SHILSHOLE AVE NW AND NW 45TH ST,14TH AVE NW,SHILSHOLE AVE NW,NW 45TH ST,0.0,20.0,AC,26.0,0.0,0,2.0,196.173679909395
68,14TH AVE NW BETWEEN NW 57TH ST AND NW 58TH ST,14TH AVE NW,NW 57TH ST,NW 58TH ST,3.0,20.0,PCC,56.0,0.0,0,3.0,266.038871188836
69,14TH AVE NW BETWEEN NW 67TH ST AND NW 70TH W ST,14TH AVE NW,NW 67TH ST,NW 70TH W ST,0.0,20.0,PCC,69.0,0.0,0,4.0,631.381182053322
70,14TH AVE S BETWEEN S GRAND ST AND S HOLGATE ST,14TH AVE S,S GRAND ST,S HOLGATE ST,3.0,25.0,AC/PCC,21.0,0.0,3,2.0,225.436848716163
71,14TH AVE S BETWEEN S STEVENS ST AND S WINTHROP ST,14TH AVE S,S STEVENS ST,S WINTHROP ST,0.0,20.0,PCC,43.0,0.0,0,1.0,319.771681578174
72,14TH AVE S BETWEEN S HORTON ST AND S HINDS ST,14TH AVE S,S HORTON ST,S HINDS ST,0.0,20.0,PCC,47.0,0.0,0,2.0,104.99967939409
73,14TH AVE SW BETWEEN SW ELMGROVE ST AND SW THISTLE E ST,14TH AVE SW,SW ELMGROVE ST,SW THISTLE E ST,0.0,20.0,ST,0.0,0.0,0,1.0,660.152738727055
74,14TH AVE W BETWEEN W NEWTON ST AND W BOSTON ST,14TH AVE W,W NEWTON ST,W BOSTON ST,0.0,20.0,PCC,0.0,0.0,0,4.0,698.109408452588
75,15TH AVE BETWEEN E OLIVE ST AND E HOWELL ST,15TH AVE,E OLIVE ST,E HOWELL ST,2.0,25.0,AC/PCC,66.0,0.0,3,1.0,430.95676670394
76,15TH AVE E BETWEEN E WARD ST AND E PROSPECT S ST,15TH AVE E,E WARD ST,E PROSPECT S ST,2.0,25.0,PCC,70.0,0.0,3,2.0,278.21878092003
77,15TH AVE E BETWEEN E OLIN S PL AND E OLIN N PL,15TH AVE E,E OLIN S PL,E OLIN N PL,2.0,25.0,AC/PCC,12.0,0.0,0,2.0,408.506952062375
78,15TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,15TH AVE NE,NE 47TH ST,NE 50TH ST,1.0,25.0,PCC,93.0,0.0,2,2.0,659.957850590044
79,15TH AVE NE BETWEEN NE 66TH ST AND NE 68TH S ST,15TH AVE NE,NE 66TH ST,NE 68TH S ST,2.0,25.0,AC/PCC,61.0,0.0,2,6.0,395.112572982267
80,15TH AVE NE BETWEEN NE 82ND ST AND NE 85TH ST,15TH AVE NE,NE 82ND ST,NE 85TH ST,2.0,25.0,PCC,90.0,0.0,2,5.0,668.632285674303
81,15TH AVE NE BETWEEN NE NORTHGATE WAY AND NE 113TH ST,15TH AVE NE,NE NORTHGATE WAY,NE 113TH ST,2.0,25.0,PCC,55.0,0.0,2,3.0,667.12367410847
82,15TH AVE NE BETWEEN NE BROCKMAN S PL AND NE BROCKMAN N PL,15TH AVE NE,NE BROCKMAN S PL,NE BROCKMAN N PL,1.0,25.0,AC/PCC,55.0,0.0,2,5.0,162.349399905871
83,15TH AVE NW BETWEEN NW 53RD ST AND NW 54TH ST,15TH AVE NW,NW 53RD ST,NW 54TH ST,1.0,30.0,AC/PCC,57.0,0.0,3,2.0,265.999877069614
84,15TH AVE NW BETWEEN NW 65TH ST AND NW 67TH ST,15TH AVE NW,NW 65TH ST,NW 67TH ST,1.0,30.0,PCC,77.0,0.0,3,5.0,690.020991394677
85,15TH AVE S BETWEEN E YESLER WAY AND S WASHINGTON ST,15TH AVE S,E YESLER WAY,S WASHINGTON ST,0.0,20.0,AC,0.0,0.0,0,3.0,305.949647096853
86,15TH AVE S BETWEEN S WALKER ST AND S COLLEGE ST,15TH AVE S,S WALKER ST,S COLLEGE ST,2.0,25.0,PCC,55.0,0.0,3,1.0,259.989240750634
87,15TH AVE S BETWEEN 15TH AVS TURN RD AND S COLUMBIAN N WAY,15TH AVE S,15TH AVS TURN RD,S COLUMBIAN N WAY,2.0,25.0,AC/PCC,55.0,0.0,3,1.0,255.753502632789
88,15TH AVE S BETWEEN S BENNETT ST AND S LUCILE ST,15TH AVE S,S BENNETT ST,S LUCILE ST,2.0,25.0,PCC,69.0,0.0,3,5.0,479.937615732176
89,15TH AVE SW BETWEEN SW HOLLY ST AND DEAD END 3,15TH AVE SW,SW HOLLY ST,DEAD END 3,0.0,20.0,ST,0.0,0.0,0,0.0,562.522622681372
90,15TH AVE W BETWEEN W NEWTON ST AND W ARMORY WAY,15TH AVE W,W NEWTON ST,W ARMORY WAY,1.0,30.0,AC/PCC,71.0,0.0,2,2.0,343.540179330155
91,15TH ER AVE NE BETWEEN NE 130TH PL AND NE 135TH ST,15TH AVE NE,NE 130TH PL,NE 135TH ST,0.0,20.0,PCC,0.0,0.0,0,2.0,512.30106577022
92,16TH AVE BETWEEN E ALDER W ST AND E JEFFERSON ST,16TH AVE,E ALDER W ST,E JEFFERSON ST,0.0,20.0,AC,13.0,0.0,0,4.0,671.225066521042
93,16TH AVE BETWEEN E OLIVE ST AND E HOWELL ST,16TH AVE,E OLIVE ST,E HOWELL ST,0.0,20.0,AC,45.0,0.0,0,0.0,426.029298831356
94,16TH AVE E BETWEEN E PROSPECT W ST AND E HIGHLAND DR,16TH AVE E,E PROSPECT W ST,E HIGHLAND DR,0.0,20.0,AC,25.0,0.0,0,3.0,699.52068166652
95,16TH AVE E BETWEEN DEAD END AND BOYER E AVE E,16TH AVE E,DEAD END,BOYER E AVE E,0.0,20.0,PCC,46.0,0.0,0,13.0,343.988307012165
96,16TH AVE NE BETWEEN NE 115TH ST AND NE 117TH ST,16TH AVE NE,NE 115TH ST,NE 117TH ST,0.0,20.0,ST,99.0,0.0,0,2.0,661.13376449721
97,16TH AVE NW BETWEEN NW 70TH ST AND NW 73RD ST,16TH AVE NW,NW 70TH ST,NW 73RD ST,0.0,20.0,PCC,84.0,0.0,0,5.0,660.131712943087
98,16TH AVE S BETWEEN S PLUM ST AND S HILL ST,16TH AVE S,S PLUM ST,S HILL ST,0.0,20.0,PCC,65.0,0.0,0,1.0,360.159441211907
99,16TH AVE S BETWEEN S HINDS ST AND S SPOKANE NR ST,16TH AVE S,S HINDS ST,S SPOKANE NR ST,0.0,20.0,ST,61.0,0.0,0,0.0,413.507812567977
100,16TH AVE S BETWEEN S BENNETT ST AND S LUCILE ST,16TH AVE S,S BENNETT ST,S LUCILE ST,0.0,20.0,PCC,91.0,0.0,0,5.0,479.700399631603
101,16TH AVE SW BETWEEN SW HOLLY ST AND SW MYRTLE ST,16TH AVE SW,SW HOLLY ST,SW MYRTLE ST,2.0,25.0,PCC,80.0,0.0,3,0.0,1364.09778629847
102,16TH AVE SW BETWEEN SW SULLIVAN ST AND SW CLOVERDALE ST,16TH AVE SW,SW SULLIVAN ST,SW CLOVERDALE ST,2.0,25.0,PCC,84.0,0.0,3,1.0,339.770612404453
103,16TH AVE W BETWEEN W BARRETT ST AND W DRAVUS ST,16TH AVE W,W BARRETT ST,W DRAVUS ST,0.0,20.0,PCC,68.0,0.0,0,4.0,361.940385999716
104,17TH AVE E BETWEEN E MERCER ST AND E ROY ST,17TH AVE E,E MERCER ST,E ROY ST,0.0,20.0,AC,7.0,0.0,0,1.0,297.411026116649
105,17TH AVE NE BETWEEN NE 63RD ST AND NE 65TH ST,17TH AVE NE,NE 63RD ST,NE 65TH ST,0.0,20.0,PCC,62.0,0.0,0,5.0,372.150955383392
106,17TH AVE NE BETWEEN NE 92ND ST AND NE 94TH ST,17TH AVE NE,NE 92ND ST,NE 94TH ST,0.0,20.0,ST,88.0,0.0,0,4.0,332.047706009524
107,17TH AVE NE BETWEEN NE 104TH ST AND NE 105TH ST,17TH AVE NE,NE 104TH ST,NE 105TH ST,0.0,20.0,ST,81.0,0.0,0,11.0,332.856273504556
108,17TH AVE NE BETWEEN NE 135TH E ST AND NE 136TH ST,17TH AVE NE,NE 135TH E ST,NE 136TH ST,0.0,20.0,AC,24.0,0.0,0,1.0,332.86573261785
109,17TH AVE NW BETWEEN NW 54TH ST AND NW MARKET ST,17TH AVE NW,NW 54TH ST,NW MARKET ST,0.0,20.0,PCC,19.0,0.0,0,3.0,283.038967971951
110,17TH AVE NW BETWEEN NW 62ND ST AND NW 63RD ST,17TH AVE NW,NW 62ND ST,NW 63RD ST,0.0,20.0,PCC,59.0,0.0,0,3.0,266.049857256791
111,17TH AVE NW BETWEEN NW 80TH ST AND NW 83RD ST,17TH AVE NW,NW 80TH ST,NW 83RD ST,0.0,20.0,PCC,70.0,0.0,0,2.0,681.851163406695
112,17TH AVE NW BETWEEN NW 99TH ST AND NW 100TH ST,17TH AVE NW,NW 99TH ST,NW 100TH ST,0.0,20.0,ST,0.0,0.0,0,3.0,139.674206576051
113,17TH AVE S BETWEEN S SHELTON ST AND S PEARL ST,17TH AVE S,S SHELTON ST,S PEARL ST,0.0,20.0,PCC,76.0,0.0,0,7.0,426.268793766284
114,17TH AVE SW BETWEEN SW DAWSON ST AND SW BRANDON ST,17TH AVE SW,SW DAWSON ST,SW BRANDON ST,0.0,20.0,ST,0.0,0.0,0,3.0,749.918989008042
115,17TH NB AVE NE BETWEEN NE 52ND ST AND NE 55TH ST,17TH AVE NE,NE 52ND ST,NE 55TH ST,3.0,25.0,AC/PCC,17.0,0.0,0,0.0,777.738460338296
116,17TH SB AVE NE BETWEEN NE 55TH ST AND NE 56TH ST,17TH AVE NE,NE 55TH ST,NE 56TH ST,3.0,25.0,PCC,56.0,0.0,0,4.0,332.722528026213
117,18TH AVE BETWEEN E PIKE ST AND E PINE ST,18TH AVE,E PIKE ST,E PINE ST,0.0,20.0,AC,17.0,0.0,0,1.0,426.12710702944
118,18TH AVE E BETWEEN E PROSPECT ST AND E HIGHLAND S DR,18TH AVE E,E PROSPECT ST,E HIGHLAND S DR,0.0,20.0,AC,11.0,0.0,0,5.0,703.039745869347
119,18TH AVE NE BETWEEN NE 45TH ST AND NE 47TH ST,18TH AVE NE,NE 45TH ST,NE 47TH ST,0.0,20.0,AC,0.0,0.0,0,2.0,656.355854943642
120,18TH AVE NW BETWEEN NW 70TH ST AND NW 73RD ST,18TH AVE NW,NW 70TH ST,NW 73RD ST,0.0,20.0,PCC,76.0,0.0,0,2.0,660.022893806523
121,18TH AVE S BETWEEN S MAIN ST AND S JACKSON ST,18TH AVE S,S MAIN ST,S JACKSON ST,0.0,20.0,AC,45.0,0.0,0,6.0,277.899325498957
122,18TH AVE S BETWEEN S MASSACHUSETTS ST AND S STATE ST,18TH AVE S,S MASSACHUSETTS ST,S STATE ST,0.0,20.0,ST,40.0,0.0,0,2.0,247.925076576226
123,18TH AVE S BETWEEN S LUCILE ST AND S ORCAS ST,18TH AVE S,S LUCILE ST,S ORCAS ST,0.0,20.0,PCC,0.0,0.0,0,3.0,800.378356969357
124,18TH AVE S BETWEEN S RAYMOND ST AND SWIFT AVE S,18TH AVE S,S RAYMOND ST,SWIFT AVE S,0.0,20.0,ST,65.0,0.0,0,5.0,256.300014164388
125,18TH AVE SW BETWEEN SW TRENTON ST AND SW HENDERSON ST,18TH AVE SW,SW TRENTON ST,SW HENDERSON ST,0.0,20.0,PCC,84.0,0.0,0,1.0,669.147843202737
126,19TH AVE BETWEEN E SPRING ST AND E UNION ST,19TH AVE,E SPRING ST,E UNION ST,0.0,20.0,AC,27.0,0.0,0,1.0,498.285924530436
127,19TH AVE BETWEEN E MADISON ST AND E HOWELL ST,19TH AVE,E MADISON ST,E HOWELL ST,3.0,25.0,AC/PCC,7.0,0.0,3,1.0,318.089361768186
128,19TH AVE NE BETWEEN NE 105TH ST AND NE 106TH ST,19TH AVE NE,NE 105TH ST,NE 106TH ST,0.0,20.0,ST,86.0,0.0,0,0.0,683.227533584765
129,19TH AVE NE BETWEEN NE 113TH ST AND NE 115TH E ST,19TH AVE NE,NE 113TH ST,NE 115TH E ST,0.0,20.0,ST,96.0,0.0,0,2.0,660.027889851087
130,19TH AVE NW BETWEEN NW CANOE PL AND NW 73RD ST,19TH AVE NW,NW CANOE PL,NW 73RD ST,0.0,20.0,PCC,73.0,0.0,0,2.0,500.000063088936
131,19TH AVE NW BETWEEN NW 96TH ST AND NW 97TH ST,19TH AVE NW,NW 96TH ST,NW 97TH ST,0.0,20.0,ST,86.0,0.0,0,1.0,269.603205018613
132,19TH AVE S BETWEEN S WALKER ST AND S COLLEGE ST,19TH AVE S,S WALKER ST,S COLLEGE ST,0.0,20.0,ST,100.0,0.0,0,6.0,259.741384574244
133,19TH AVE SW BETWEEN SW CHARLESTOWN E ST AND SW ANDOVER ST,19TH AVE SW,SW CHARLESTOWN E ST,SW ANDOVER ST,0.0,20.0,PCC,0.0,0.0,0,5.0,649.709836464311
134,2ND AVE BETWEEN YESLER WAY AND JAMES ST,2ND AVE,YESLER WAY,JAMES ST,1.0,25.0,PCC,66.0,0.0,1,2.0,251.618327882462
135,2ND AVE BETWEEN UNION ST AND PIKE ST,2ND AVE,UNION ST,PIKE ST,1.0,25.0,PCC,74.0,0.0,1,4.0,425.905672517746
136,2ND AVE BETWEEN CEDAR ST AND CLAY ST,2ND AVE,CEDAR ST,CLAY ST,1.0,25.0,AC/PCC,88.0,0.0,2,1.0,305.93277033315
137,2ND AVE N BETWEEN NEWTON ST AND CROCKETT ST,2ND AVE N,NEWTON ST,CROCKETT ST,0.0,20.0,AC,36.0,0.0,0,1.0,309.981215108184
138,2ND AVE NE BETWEEN NE 40TH ST AND NE 42ND E ST,2ND AVE NE,NE 40TH ST,NE 42ND E ST,3.0,25.0,AC/PCC,43.0,0.0,3,7.0,786.899721167603
139,2ND AVE NE BETWEEN NE 75TH ST AND DEAD END 3,2ND AVE NE,NE 75TH ST,DEAD END 3,0.0,20.0,PCC,0.0,0.0,0,5.0,229.321684469252
140,2ND AVE NW BETWEEN NW CANAL ST AND NW 36TH W ST,2ND AVE NW,NW CANAL ST,NW 36TH W ST,0.0,20.0,AC,85.0,0.0,0,2.0,177.923029048011
141,2ND AVE NW BETWEEN NW 53RD W ST AND NW 54TH ST,2ND AVE NW,NW 53RD W ST,NW 54TH ST,0.0,20.0,PCC,55.0,0.0,0,4.0,365.798603846347
142,2ND AVE NW BETWEEN NW 112TH E ST AND NW 113TH ST,2ND AVE NW,NW 112TH E ST,NW 113TH ST,0.0,20.0,ST,83.0,0.0,0,1.0,278.993160143197
143,2ND AVE NW BETWEEN NW 122ND ST AND NW 125TH ST,2ND AVE NW,NW 122ND ST,NW 125TH ST,0.0,20.0,ST,83.0,0.0,0,2.0,662.862995095856
144,2ND AVE S BETWEEN S DAKOTA ST AND DIAGONAL AVE S,2ND AVE S,S DAKOTA ST,DIAGONAL AVE S,0.0,20.0,AC/AC,100.0,0.0,0,0.0,526.57628633336
