,UNITDESC,STNAME_ORD,XSTRLO,XSTRHI,ARTCLASS,SPEEDLIMIT,SURFACETYPE_1,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,SLOPE_PCT,SHAPE_Length
22177,N 125TH ST BETWEEN ASHWORTH AVE N AND DENSMORE AVE N,N 125TH ST,ASHWORTH AVE N,DENSMORE AVE N,3.0,25.0,AC/PCC,15.0,0.0,0,3.0,231.720218037418
22178,N 145TH ST BETWEEN INTERLAKE AVE N AND INTERLAKE E AVE N,N 145TH ST,INTERLAKE AVE N,INTERLAKE E AVE N,1.0,35.0,AC/PCC,66.0,0.0,3,0.0,74.5084651152323
22179,N 38TH ST BETWEEN ASHWORTH AVE N AND CARR PL N,N 38TH ST,ASHWORTH AVE N,CARR PL N,0.0,20.0,PCC,81.0,0.0,0,6.0,215.270773430883
22180,N 43RD NR ST BETWEEN 1ST AVE NW AND PALATINE AVE N,N 43RD ST,1ST AVE NW,PALATINE AVE N,0.0,20.0,PCC,98.0,0.0,0,14.0,286.195108986672
22181,N 49TH ST BETWEEN WALLINGFORD AVE N AND BURKE AVE N,N 49TH ST,WALLINGFORD AVE N,BURKE AVE N,0.0,20.0,PCC,53.0,0.0,0,7.0,310.107443506044
22182,N 58TH ST BETWEEN KENSINGTON PL N AND 1ST AVE NE,N 58TH ST,KENSINGTON PL N,1ST AVE NE,0.0,20.0,PCC,61.0,0.0,0,4.0,802.628795672573
22183,N 72ND ST BETWEEN DAYTON AVE N AND FREMONT AVE N,N 72ND ST,DAYTON AVE N,FREMONT AVE N,0.0,20.0,AC,0.0,0.0,0,9.0,666.802104491233
22184,N ALLEN PL BETWEEN WHITMAN AVE N AND WOODLAND PARK AVE N,N ALLEN PL,WHITMAN AVE N,WOODLAND PARK AVE N,0.0,20.0,PCC,78.0,0.0,0,5.0,262.437036564686
22185,NE 100TH ST BETWEEN 38TH AVE NE AND 39TH AVE NE,NE 100TH ST,38TH AVE NE,39TH AVE NE,0.0,20.0,ST,64.0,0.0,0,9.0,335.808033266591
22186,NE 105TH ST BETWEEN 35TH AVE NE AND 36TH AVE NE,NE 105TH ST,35TH AVE NE,36TH AVE NE,0.0,20.0,ST,73.0,0.0,0,6.0,337.556771829411
22187,NE 117TH ST BETWEEN 28TH AVE NE AND 30TH AVE NE,NE 117TH ST,28TH AVE NE,30TH AVE NE,0.0,20.0,ST,92.0,0.0,0,4.0,363.467261760547
22188,NE 123RD ST BETWEEN 10TH PL NE AND 11TH AVE NE,NE 123RD ST,10TH PL NE,11TH AVE NE,0.0,20.0,ST,100.0,0.0,0,1.0,166.761141924334
22189,NE 133RD ST BETWEEN ROOSEVELT WAY NE AND 3RD AVE NE,NE 133RD ST,ROOSEVELT WAY NE,3RD AVE NE,0.0,20.0,ST,85.0,0.0,0,6.0,69.7933934116341
22190,NE 140TH ST BETWEEN 39TH AVE NE AND 40TH AVE NE,NE 140TH ST,39TH AVE NE,40TH AVE NE,0.0,20.0,ST,68.0,0.0,0,8.0,331.522944165322
22191,NE 42ND ST BETWEEN 1ST E AVE NE AND 2ND W AVE NE,NE 42ND ST,1ST E AVE NE,2ND W AVE NE,0.0,20.0,PCC,55.0,0.0,0,9.0,133.927318117578
22192,NE 45TH ST BETWEEN 11TH AVE NE AND 12TH AVE NE,NE 45TH ST,11TH AVE NE,12TH AVE NE,1.0,25.0,AC/PCC,62.0,0.0,2,2.0,280.074268975133
22193,NE 50TH ST BETWEEN 33RD AVE NE AND 34TH AVE NE,NE 50TH ST,33RD AVE NE,34TH AVE NE,0.0,20.0,ST,71.0,0.0,0,3.0,272.130905369303
22194,NE 57TH ST BETWEEN 8TH AVE NE AND ROOSEVELT WAY NE,NE 57TH ST,8TH AVE NE,ROOSEVELT WAY NE,0.0,20.0,PCC,66.0,0.0,0,1.0,673.990250956798
22195,NE 62ND ST BETWEEN 24TH AVE NE AND DEAD END 2,NE 62ND ST,24TH AVE NE,DEAD END 2,0.0,20.0,AC,0.0,0.0,0,4.0,148.848004717825
22196,NE 65TH ST BETWEEN 32ND E AVE NE AND 33RD AVE NE,NE 65TH ST,32ND E AVE NE,33RD AVE NE,2.0,25.0,AC/PCC,69.0,0.0,2,3.0,190.820022071942
22197,NE 70TH ST BETWEEN BROOKLYN AVE NE AND 14TH AVE NE,NE 70TH ST,BROOKLYN AVE NE,14TH AVE NE,0.0,20.0,PCC,65.0,0.0,0,5.0,299.19405789017
22198,NE 73RD ST BETWEEN 40TH N AVE NE AND 42ND AVE NE,NE 73RD ST,40TH N AVE NE,42ND AVE NE,0.0,20.0,AC,4.0,0.0,0,5.0,345.482465377765
22199,NE 77TH ST BETWEEN 58TH E AVE NE AND SAND POINT WAY NE,NE 77TH ST,58TH E AVE NE,SAND POINT WAY NE,0.0,20.0,AC,23.0,0.0,0,14.0,305.431290768357
22200,NE 85TH ST BETWEEN 40TH AVE NE AND 41ST AVE NE,NE 85TH ST,40TH AVE NE,41ST AVE NE,0.0,20.0,ST,17.0,0.0,0,1.0,242.000477740126
22201,NE 90TH ST BETWEEN 1ST AVE NE AND 2ND AVE NE,NE 90TH ST,1ST AVE NE,2ND AVE NE,0.0,20.0,PCC,83.0,0.0,0,11.0,330.711134903257
22202,NE 95TH ST BETWEEN 15TH AVE NE AND 17TH AVE NE,NE 95TH ST,15TH AVE NE,17TH AVE NE,0.0,20.0,ST,86.0,0.0,0,13.0,648.314739087791
22203,NE NAOMI PL BETWEEN 19TH AVE NE AND 20TH AVE NE,NE NAOMI PL,19TH AVE NE,20TH AVE NE,0.0,20.0,PCC,0.0,0.0,0,6.0,313.510503793231
22204,NE RAVENNA EB BV BETWEEN BROOKLYN AVE NE AND UNIVERSITY WAY NE,NE RAVENNA BLVD,BROOKLYN AVE NE,UNIVERSITY WAY NE,2.0,25.0,AC/PCC,90.0,0.0,3,6.0,296.715675957547
22205,NW 107TH ST BETWEEN 8TH AVE NW AND DEAD END 1,NW 107TH ST,8TH AVE NW,DEAD END 1,0.0,20.0,ST,100.0,0.0,0,4.0,205.011022849733
22206,NW 132ND ST BETWEEN FRAZIER PL NW AND 9TH E AVE NW,NW 132ND ST,FRAZIER PL NW,9TH E AVE NW,0.0,20.0,ST,80.0,0.0,0,12.0,117.704071696011
22207,NW 51ST ST BETWEEN 1ST AVE NW AND 2ND AVE NW,NW 51ST ST,1ST AVE NW,2ND AVE NW,0.0,20.0,PCC,43.0,0.0,0,6.0,395.766226726484
22208,NW 60TH ST BETWEEN 17TH AVE NW AND 20TH AVE NW,NW 60TH ST,17TH AVE NW,20TH AVE NW,0.0,20.0,PCC,58.0,0.0,0,2.0,799.689741745908
22209,NW 64TH ST BETWEEN 34TH AVE NW AND 36TH AVE NW,NW 64TH ST,34TH AVE NW,36TH AVE NW,0.0,20.0,PCC,62.0,0.0,0,8.0,600.177531605819
22210,NW 68TH ST BETWEEN 35TH PL NW AND 36TH E AVE NW,NW 68TH ST,35TH PL NW,36TH E AVE NW,0.0,20.0,AC,34.0,0.0,0,18.0,174.687121148464
22211,NW 75TH ST BETWEEN MARY W AVE NW AND 15TH AVE NW,NW 75TH ST,MARY W AVE NW,15TH AVE NW,0.0,20.0,PCC,76.0,0.0,0,1.0,260.020730088609
22212,NW 80TH ST BETWEEN 17TH AVE NW AND 18TH AVE NW,NW 80TH ST,17TH AVE NW,18TH AVE NW,2.0,25.0,PCC,53.0,0.0,0,2.0,264.078766113293
22213,NW 87TH ST BETWEEN 24TH AVE NW AND 25TH E AVE NW,NW 87TH ST,24TH AVE NW,25TH E AVE NW,0.0,20.0,ST,79.0,0.0,0,4.0,264.046733160504
22214,NW 96TH ST BETWEEN 26TH AVE NW AND MARMOUNT DR NW,NW 96TH ST,26TH AVE NW,MARMOUNT DR NW,0.0,20.0,ST,79.0,0.0,0,1.0,317.815830204227
22215,NW MILFORD WAY BETWEEN RADFORD AVE NW AND BELGROVE CT NW,NW MILFORD WAY,RADFORD AVE NW,BELGROVE CT NW,0.0,20.0,ST,23.0,0.0,0,10.0,550.317409219596
22216,S ANGELINE ST BETWEEN 39TH AVE S AND 42ND AVE S,S ANGELINE ST,39TH AVE S,42ND AVE S,0.0,20.0,PCC,38.0,0.0,0,7.0,672.224327928554
22217,S ATLANTIC ST BETWEEN LAKESIDE AVE S AND DEAD END 2,S ATLANTIC ST,LAKESIDE AVE S,DEAD END 2,0.0,20.0,AC,81.0,0.0,0,10.0,61.7819861872996
22218,S BENNETT ST BETWEEN 17TH W AVE S AND 17TH E AVE S,S BENNETT ST,17TH W AVE S,17TH E AVE S,0.0,20.0,PCC,83.0,0.0,0,1.0,134.760230173485
22219,S CHARLES ST BETWEEN 33RD AVE S AND LAKE WASHINGTON BLVD S,S CHARLES ST,33RD AVE S,LAKE WASHINGTON BLVD S,0.0,20.0,PCC,38.0,0.0,0,13.0,283.927257140598
22220,S DAWSON ST BETWEEN BEACON ER AVE S AND 24TH AVE S,S DAWSON ST,BEACON ER AVE S,24TH AVE S,0.0,20.0,PCC,84.0,0.0,0,1.0,318.854500507219
22221,S DIRECTOR ST BETWEEN DEAD END 5 AND 12TH AVE S,S DIRECTOR ST,DEAD END 5,12TH AVE S,0.0,20.0,ST,46.0,0.0,0,5.0,477.511749920305
22222,S FARRAR ST BETWEEN 52ND AVE S AND 54TH AVE S,S FARRAR ST,52ND AVE S,54TH AVE S,0.0,20.0,PCC,78.0,0.0,0,6.0,574.002153097806
22223,S FOUNTAIN ST BETWEEN DEAD END W AND 61ST AVE S,S FOUNTAIN ST,DEAD END W,61ST AVE S,0.0,20.0,ST,0.0,0.0,0,9.0,536.385586126335
22224,S HANFORD ST BETWEEN 15TH AVE S AND 16TH W AVE S,S HANFORD ST,15TH AVE S,16TH W AVE S,0.0,20.0,PCC,70.0,0.0,0,7.0,239.699216488191
22225,S HINDS ST BETWEEN HUNTER ER BLVD S AND BELLA VISTA AVE S,S HINDS ST,HUNTER ER BLVD S,BELLA VISTA AVE S,0.0,20.0,AC,7.0,0.0,0,4.0,271.860569690856
22226,S HORTON ST BETWEEN 18TH AVE S AND 19TH AVE S,S HORTON ST,18TH AVE S,19TH AVE S,0.0,20.0,PCC,84.0,0.0,0,2.0,263.143420441603
22227,S JACKSON ST BETWEEN 8TH AVE S AND 9TH AVE S,S JACKSON ST,8TH AVE S,9TH AVE S,1.0,25.0,PCC,83.0,0.0,2,5.0,350.195672726986
22228,S KENYON WAY BETWEEN S KENYON ST AND 39TH AVE S,S KENYON WAY,S KENYON ST,39TH AVE S,0.0,20.0,ST,0.0,0.0,0,11.0,264.024192160294
22229,S LEO ST BETWEEN 56TH W AVE S AND 56TH E AVE S,S LEO ST,56TH W AVE S,56TH E AVE S,0.0,20.0,AC,58.0,0.0,5,4.0,193.271246384439
22230,S MAYFLOWER ST BETWEEN WILSON AVE S AND 52ND AVE S,S MAYFLOWER ST,WILSON AVE S,52ND AVE S,0.0,20.0,PCC,73.0,0.0,0,2.0,247.842412532695
22231,S MOUNT BAKER EB BV BETWEEN 35TH AVE S AND 36TH AVE S,S MOUNT BAKER BLVD,35TH AVE S,36TH AVE S,3.0,25.0,AC/AC,78.0,0.0,0,2.0,194.553367192966
22232,S ORCAS ST BETWEEN CHIEF SEALTH TRL AND 28TH AVE S,S ORCAS ST,CHIEF SEALTH TRL,28TH AVE S,3.0,25.0,ST,26.0,0.0,0,1.0,199.017574347679
22233,S PILGRIM ST BETWEEN 59TH AVE S AND 60TH AVE S,S PILGRIM ST,59TH AVE S,60TH AVE S,0.0,20.0,PCC,81.0,0.0,0,7.0,290.98510555849
22234,S RIVERSIDE DR BETWEEN S WEBSTER ST AND S AUSTIN ST,S RIVERSIDE DR,S WEBSTER ST,S AUSTIN ST,0.0,20.0,ST,7.0,0.0,0,1.0,326.064222389639
22235,S SNOQUALMIE ST BETWEEN DEAD END 1 AND 46TH AVE S,S SNOQUALMIE ST,DEAD END 1,46TH AVE S,0.0,20.0,AC,21.0,0.0,0,6.0,540.776417263972
22236,S STEVENS ST BETWEEN 22ND AVE S AND 23RD AVE S,S STEVENS ST,22ND AVE S,23RD AVE S,0.0,20.0,PCC,0.0,0.0,0,1.0,249.910382193233
22237,S WALDEN ST BETWEEN WETMORE AVE S AND GALE PL S,S WALDEN ST,WETMORE AVE S,GALE PL S,0.0,20.0,PCC,37.0,0.0,0,4.0,170.000216355514
22238,S WILLOW ST BETWEEN M L KING JR ER WAY S AND 40TH AVE S,S WILLOW ST,M L KING JR ER WAY S,40TH AVE S,0.0,20.0,PCC,90.0,0.0,0,0.0,66.4458950934135
22239,SW 106TH ST BETWEEN 39TH AVE SW AND 40TH AVE SW,SW 106TH ST,39TH AVE SW,40TH AVE SW,3.0,25.0,AC,8.0,0.0,3,3.0,347.313074137784
22240,SW ADMIRAL WAY BETWEEN 61ST AVE SW AND 62ND AVE SW,SW ADMIRAL WAY,61ST AVE SW,62ND AVE SW,2.0,25.0,AC/PCC,55.0,0.0,3,1.0,322.363480957148
22241,SW BARTON ST BETWEEN 8TH AVE SW AND 9TH AVE SW,SW BARTON ST,8TH AVE SW,9TH AVE SW,0.0,20.0,ST,0.0,0.0,0,3.0,314.894496183744
22242,SW BRANDON ST BETWEEN 45TH AVE SW AND 46TH E AVE SW,SW BRANDON ST,45TH AVE SW,46TH E AVE SW,0.0,20.0,PCC,0.0,0.0,0,2.0,225.39951510183
22243,SW CHARLESTOWN ST BETWEEN 38TH AVE SW AND 39TH AVE SW,SW CHARLESTOWN ST,38TH AVE SW,39TH AVE SW,0.0,20.0,PCC,83.0,0.0,0,3.0,147.227050151203
22244,SW DAKOTA ST BETWEEN 48TH AVE SW AND 49TH AVE SW,SW DAKOTA ST,48TH AVE SW,49TH AVE SW,0.0,20.0,PCC,96.0,0.0,0,3.0,330.881938245483
22245,SW FINDLAY ST BETWEEN CALIFORNIA AVE SW AND 44TH AVE SW,SW FINDLAY ST,CALIFORNIA AVE SW,44TH AVE SW,0.0,20.0,PCC,72.0,0.0,0,5.0,365.823405745463
22246,SW GRAHAM ST BETWEEN 45TH AVE SW AND 46TH AVE SW,SW GRAHAM ST,45TH AVE SW,46TH AVE SW,3.0,25.0,PCC,72.0,0.0,0,4.0,316.050559557398
22247,SW HINDS ST BETWEEN CALIFORNIA N AVE SW AND 44TH AVE SW,SW HINDS ST,CALIFORNIA N AVE SW,44TH AVE SW,0.0,20.0,PCC,67.0,0.0,0,6.0,320.497974373874
22248,SW HOLLY ST BETWEEN MURRAY AVE SW AND 47TH AVE SW,SW HOLLY ST,MURRAY AVE SW,47TH AVE SW,0.0,20.0,ST,91.0,0.0,0,0.0,56.2154551329838
22249,SW KLICKITAT SR WAY BETWEEN 11TH CR AVE SW AND SW KLICKITAT SR WY TURN RD,SW KLICKITAT WAY,11TH CR AVE SW,SW KLICKITAT SR WY TURN RD,3.0,25.0,AC/AC,92.0,0.0,0,0.0,554.076831906377
22250,SW MYRTLE ST BETWEEN 38TH AVE SW AND 39TH AVE SW,SW MYRTLE ST,38TH AVE SW,39TH AVE SW,0.0,20.0,PCC,89.0,0.0,0,13.0,377.741426744131
22251,SW OTHELLO ST BETWEEN VASHON PL SW AND 45TH AVE SW,SW OTHELLO ST,VASHON PL SW,45TH AVE SW,0.0,20.0,PCC,58.0,0.0,0,6.0,100.0010367552
22252,SW SNOQUALMIE ST BETWEEN 57TH AVE SW AND BEACH DR SW,SW SNOQUALMIE ST,57TH AVE SW,BEACH DR SW,0.0,20.0,ST,63.0,0.0,0,9.0,159.931081123588
22253,SW THISTLE ST BETWEEN 27TH AVE SW AND 28TH AVE SW,SW THISTLE ST,27TH AVE SW,28TH AVE SW,2.0,25.0,PCC,74.0,0.0,3,1.0,332.793126202457
22254,SW WILTON CT BETWEEN 64TH AVE SW AND SW HINDS ST,SW WILTON CT,64TH AVE SW,SW HINDS ST,0.0,20.0,AC,50.0,0.0,0,1.0,416.262094385076
22255,W BARRETT ST BETWEEN 44TH AVE W AND MAGNOLIA BLVD W,W BARRETT ST,44TH AVE W,MAGNOLIA BLVD W,0.0,20.0,PCC,81.0,0.0,0,9.0,272.146697318707
22256,W CRAMER ST BETWEEN 39TH AVE W AND 40TH AVE W,W CRAMER ST,39TH AVE W,40TH AVE W,0.0,20.0,PCC,47.0,0.0,0,12.0,67.1752394013753
22257,W EMERSON PL BETWEEN 23RD AVE W AND GILMAN AVE W,W EMERSON PL,23RD AVE W,GILMAN AVE W,1.0,25.0,PCC,89.0,0.0,3,1.0,257.67553956158
22258,W GARFIELD ST BETWEEN 10TH AVE W AND 11TH AVE W,W GARFIELD ST,10TH AVE W,11TH AVE W,0.0,20.0,AC,0.0,0.0,0,4.0,329.827498116083
22259,W PARKMONT SR PL BETWEEN 43RD AVE W AND CONSTANCE DR W,W PARKMONT PL,43RD AVE W,CONSTANCE DR W,0.0,20.0,unknown,0.0,0.0,0,13.0,164.453678277068
22260,W REPUBLICAN ST BETWEEN 2ND AVE W AND 3RD AVE W,W REPUBLICAN ST,2ND AVE W,3RD AVE W,0.0,20.0,PCC,62.0,0.0,0,4.0,322.161977362169
22261,WEST VIEWMONT WAY W BETWEEN W DRAVUS ST AND W BERTONA ST,WEST VIEWMONT WAY W,W DRAVUS ST,W BERTONA ST,3.0,25.0,PCC,73.0,0.0,3,5.0,664.278808933788
22262,23RD AVE S BETWEEN MOUNTAINS TO SOUND TRL AND S MASSACHUSETTS ST,23RD AVE S,MOUNTAINS TO SOUND TRL,S MASSACHUSETTS ST,1.0,25.0,PCC,79.0,0.0,3,5.0,720.424695292694
22263,BEACON ER AVE S BETWEEN S DAWSON ST AND S BENNETT N ST,BEACON AVE S,S DAWSON ST,S BENNETT N ST,2.0,25.0,AC/PCC,37.0,0.0,3,2.0,244.436486194113
22264,QUEEN ANNE AVE N BETWEEN CREMONA ST AND NICKERSON ST,QUEEN ANNE AVE N,CREMONA ST,NICKERSON ST,0.0,20.0,AC,14.0,0.0,2,2.0,84.8937098719092
22265,DUWAMISH RIVER TRL BETWEEN 1ST AVE S AND S HOLDEN ST,DUWAMISH RIVER TRL,1ST AVE S,S HOLDEN ST,0.0,20.0,unknown,0.0,0.0,0,0.0,1846.27636547304
22266,BURKE GILMAN TRL BETWEEN NW BOWDOIN PL AND NW 39TH ST,BURKE GILMAN TRL,NW BOWDOIN PL,NW 39TH ST,0.0,20.0,unknown,0.0,0.0,0,0.0,381.024577755795
22267,NOB HILL AVE N BETWEEN HALLADAY S ST AND HALLADAY N ST,NOB HILL AVE N,HALLADAY S ST,HALLADAY N ST,0.0,20.0,PCC,93.0,0.0,0,3.0,69.123174822647
22268,33RD AVE W BETWEEN W HARLEY ST AND W COMMODORE WAY,33RD AVE W,W HARLEY ST,W COMMODORE WAY,0.0,20.0,unknown,0.0,0.0,0,11.0,71.5100553204157
22269,M L KING JR ER WAY S BETWEEN S EDMUNDS ST AND S FERDINAND ST,M L KING JR WAY S,S EDMUNDS ST,S FERDINAND ST,1.0,25.0,PCC,92.0,92.0,2,1.0,320.238898956395
22270,WEST MARGINAL SB WAY S BETWEEN KENYON ON RP AND SR99 SB OFF RP,WEST MARGINAL WAY S,KENYON ON RP,SR99 SB OFF RP,4.0,55.0,AC,45.0,57.0,2,0.0,3389.81239329435
22271,S FOREST ST OFF RP BETWEEN I5 SB AND S FOREST ST,S FOREST ST OFF RP,I5 SB,S FOREST ST,5.0,30.0,unknown,0.0,0.0,0,1.0,1316.01355494622
22272,45TH ST OFF RP BETWEEN I5 SB AND 5TH AVE NE,NE 45TH ST OFF RP,I5 SB,5TH AVE NE,5.0,30.0,unknown,0.0,0.0,0,0.0,3117.02679591688
22273,16TH AVE S BR BETWEEN 16TH AVE S AND DALLAS AVE S,16TH AV S BR,16TH AVE S,DALLAS AVE S,9.0,30.0,unknown,0.0,0.0,3,0.0,1354.09182784035
22274,EAST FRONTAGE RD S BETWEEN S ROYAL BROUGHAM WAY AND S ATLANTIC ST,EAST FRONTAGE RD S,S ROYAL BROUGHAM WAY,S ATLANTIC ST,2.0,25.0,unknown,0.0,0.0,0,0.0,781.666729807547
22275,36TH AVE NE BETWEEN DEAD END 6 AND NE 105TH ST,36TH AVE NE,DEAD END 6,NE 105TH ST,0.0,20.0,AC,82.0,0.0,0,6.0,269.37133291029
22276,1ST AVE NE BETWEEN CORLISS S AVE N AND NE 125TH ST,1ST AVE NE,CORLISS S AVE N,NE 125TH ST,3.0,25.0,unknown,0.0,0.0,3,4.0,52.6730627462195
22278,1ST AVE S BETWEEN S ATLANTIC ST AND S MASSACHUSETTS ST,1ST AVE S,S ATLANTIC ST,S MASSACHUSETTS ST,1.0,30.0,AC/PCC,65.0,0.0,2,0.0,760.015661458729
22279,1ST AVE NW BETWEEN NW 51ST ST AND PALMER E DR NW,1ST AVE NW,NW 51ST ST,PALMER E DR NW,0.0,20.0,PCC,34.0,0.0,0,7.0,148.339059984039
22280,11TH AVE S BETWEEN BEACON AVE S AND DEAD END S,11TH AVE S,BEACON AVE S,DEAD END S,0.0,20.0,GRAVEL,0.0,0.0,0,1.0,370.607332360822
22281,13TH AVE W BETWEEN W NEWTON ST AND W BOSTON ST,13TH AVE W,W NEWTON ST,W BOSTON ST,0.0,20.0,PCC,0.0,0.0,0,5.0,698.051953766645
22282,15TH AVE NE BETWEEN NE 56TH ST AND NE RAVENNA EB BV,15TH AVE NE,NE 56TH ST,NE RAVENNA EB BV,2.0,25.0,AC/PCC,68.0,0.0,2,4.0,465.032753339976
22283,16TH AVE S BETWEEN S JUNEAU ST AND SWIFT AVE S,16TH AVE S,S JUNEAU ST,SWIFT AVE S,0.0,20.0,AC/PCC,0.0,0.0,0,1.0,145.96511755658
22284,18TH AVE S BETWEEN S PLUM ST AND S HILL ST,18TH AVE S,S PLUM ST,S HILL ST,0.0,20.0,ST,31.0,0.0,0,6.0,360.158152735115
22285,2ND AVE NW BETWEEN NW BOWDOIN PL AND NW 40TH ST,2ND AVE NW,NW BOWDOIN PL,NW 40TH ST,0.0,20.0,PCC,80.0,0.0,0,7.0,259.975218059466
22286,22ND AVE NE BETWEEN NE 135TH E ST AND NE 135TH PL,22ND AVE NE,NE 135TH E ST,NE 135TH PL,0.0,20.0,ST,93.0,0.0,0,1.0,497.819265166124
22287,23RD AVE W BETWEEN W EMERSON ST AND GILMAN AVE W,23RD AVE W,W EMERSON ST,GILMAN AVE W,0.0,20.0,PCC,77.0,0.0,0,3.0,552.815669574139
22288,26TH AVE BETWEEN E SPRING ST AND E UNION ST,26TH AVE,E SPRING ST,E UNION ST,0.0,20.0,AC,21.0,0.0,0,1.0,498.508456212549
22289,28TH AVE NE BETWEEN DEAD END 1 AND NE 80TH ST,28TH AVE NE,DEAD END 1,NE 80TH ST,0.0,20.0,AC,28.0,0.0,0,0.0,330.828946330891
22290,3RD AVE NW BETWEEN NW 72ND ST AND NW 73RD ST,3RD AVE NW,NW 72ND ST,NW 73RD ST,3.0,25.0,PCC,76.0,0.0,0,1.0,388.328507574719
22291,30TH AVE S BETWEEN S PORTLAND ST AND S CHICAGO ST,30TH AVE S,S PORTLAND ST,S CHICAGO ST,0.0,20.0,ST,41.0,0.0,0,6.0,250.001913344905
22292,32ND AVE S BETWEEN DEAD END 6 AND S PORTLAND ST,32ND AVE S,DEAD END 6,S PORTLAND ST,0.0,20.0,GRAVEL,0.0,0.0,0,3.0,79.585426286529
22293,35TH AVE NE BETWEEN NE 134TH ST AND ERICKSON PL NE,35TH AVE NE,NE 134TH ST,ERICKSON PL NE,2.0,25.0,AC/AC,67.0,0.0,3,1.0,266.918564852982
22294,37TH AVE E BETWEEN E PROSPECT ST AND E HIGHLAND DR,37TH AVE E,E PROSPECT ST,E HIGHLAND DR,0.0,20.0,AC,27.0,0.0,0,9.0,440.24832686249
22295,38TH AVE S BETWEEN S MYRTLE ST AND S OTHELLO ST,38TH AVE S,S MYRTLE ST,S OTHELLO ST,0.0,20.0,ST,0.0,0.0,3,0.0,673.47905508159
22296,4TH AVE NE BETWEEN NE 115TH ST AND NE 117TH ST,4TH AVE NE,NE 115TH ST,NE 117TH ST,0.0,20.0,ST,0.0,0.0,0,4.0,661.674013958156
22297,42ND AVE S BETWEEN RAINIER AVE S AND S BRANDON ST,42ND AVE S,RAINIER AVE S,S BRANDON ST,0.0,20.0,PCC,36.0,0.0,0,10.0,181.390307384387
22298,49TH AVE SW BETWEEN SW BRANDON ST AND SW FINDLAY ST,49TH AVE SW,SW BRANDON ST,SW FINDLAY ST,0.0,20.0,PCC,0.0,0.0,0,2.0,631.664717193624
22299,51ST AVE S BETWEEN S GENESEE ST AND S OREGON ST,51ST AVE S,S GENESEE ST,S OREGON ST,0.0,20.0,PCC,97.0,0.0,0,1.0,427.649253117744
22300,55TH AVE SW BETWEEN SW ANDOVER ST AND SW DAKOTA ST,55TH AVE SW,SW ANDOVER ST,SW DAKOTA ST,3.0,25.0,PCC,77.0,0.0,3,2.0,667.702859803965
22301,63RD AVE SW BETWEEN SW MARGUERITE CT AND SW WILTON CT,63RD AVE SW,SW MARGUERITE CT,SW WILTON CT,2.0,20.0,AC,33.0,0.0,3,1.0,198.323760041896
22302,8TH AVE S BETWEEN S PORTLAND ST AND S CHICAGO ST,8TH AVE S,S PORTLAND ST,S CHICAGO ST,0.0,20.0,PCC,0.0,0.0,0,0.0,260.032876921208
22303,ALASKAN WAY S BETWEEN S MASSACHUSETTS ST AND EAST MARGINAL WAY S,ALASKAN WAY S,S MASSACHUSETTS ST,EAST MARGINAL WAY S,2.0,25.0,AC/PCC,83.0,0.0,3,0.0,719.885057080192
22304,BALLARD AVE NW BETWEEN NW IONE PL AND 20TH AVE NW,BALLARD AVE NW,NW IONE PL,20TH AVE NW,0.0,20.0,AC,0.0,0.0,0,1.0,186.665545469399
22305,BELLEVUE AVE E BETWEEN E MERCER ST AND E ROY ST,BELLEVUE AVE E,E MERCER ST,E ROY ST,3.0,25.0,AC/PCC,26.0,0.0,3,1.0,303.891801313927
22306,CASCADIA AVE S BETWEEN S HANFORD ST AND SIERRA DR S,CASCADIA AVE S,S HANFORD ST,SIERRA DR S,0.0,20.0,AC,0.0,0.0,0,1.0,169.483140788909
22307,DAYTON AVE N BETWEEN N 104TH ST AND N 105TH ST,DAYTON AVE N,N 104TH ST,N 105TH ST,0.0,20.0,ST,81.0,0.0,0,2.0,264.254751591472
22308,DIBBLE AVE NW BETWEEN NW 67TH ST AND NW 70TH W ST,DIBBLE AVE NW,NW 67TH ST,NW 70TH W ST,0.0,20.0,PCC,72.0,0.0,0,4.0,657.840656923488
22309,FAUNTLEROY WAY SW BETWEEN SW GENESEE W ST AND 36TH AVE SW,FAUNTLEROY WAY SW,SW GENESEE W ST,36TH AVE SW,1.0,25.0,PCC,74.0,0.0,2,0.0,204.378734937102
22310,FREMONT AVE N BETWEEN N 88TH ST AND N 89TH ST,FREMONT AVE N,N 88TH ST,N 89TH ST,0.0,20.0,ST,68.0,0.0,0,1.0,264.029324494881
22311,HARVARD AVE E BETWEEN LAKEVIEW BLVD E AND E BOSTON ST,HARVARD AVE E,LAKEVIEW BLVD E,E BOSTON ST,0.0,20.0,AC/PCC,0.0,0.0,0,6.0,906.311037937173
22312,LAKE CITY WAY NE BETWEEN 15TH AVE NE AND 16TH AVE NE,LAKE CITY WAY NE,15TH AVE NE,16TH AVE NE,1.0,35.0,unknown,0.0,0.0,2,1.0,375.858367080225
22313,LAKE WASHINGTON BLVD S BETWEEN S ANGELINE ST AND S FERDINAND ST,LAKE WASHINGTON BLVD S,S ANGELINE ST,S FERDINAND ST,3.0,25.0,AC/PCC,81.0,0.0,0,2.0,445.240322743372
22314,M L KING JR ER WAY S BETWEEN S ORCAS ST AND S JUNEAU ST,M L KING JR WAY S,S ORCAS ST,S JUNEAU ST,1.0,25.0,PCC,94.0,94.0,2,0.0,565.290553111011
